territory,gender,birthdate,ypc,current_premium,indicated_premium,selected_premium,underlying_premium,fixed_expenses,underlying_total_premium,cgr_factor,cgr
876,M,4/5/1968,1,803.15,734.87,801.47,632.36,178.48,810.84,0.99,XHO
876,F,5/24/1969,1,2869.39,3646.43,3434.40,2851.82,172.58,3024.40,1.14,LIQ
876,F,3/10/1970,1,1256.09,808.63,1253.67,1240.18,114.07,1354.25,0.92,KG4
876,M,5/22/1970,1,1598.15,1771.64,1677.00,1469.74,147.58,1617.32,1.04,S0J
876,M,4/6/1971,1,780.17,987.68,818.21,716.52,175.98,892.50,0.90,3MQ
876,M,7/4/1971,1,2202.22,1647.33,2194.70,2077.90,147.58,2225.48,0.99,XHO
876,M,8/10/1971,1,1261.87,953.71,1260.98,1264.87,171.48,1436.35,0.86,5MQ
876,M,12/27/1973,1,595.66,562.03,594.32,531.72,147.58,679.30,0.84,INZ
876,M,11/8/1974,1,1576.71,1429.99,1570.31,1772.39,81.17,1853.56,0.84,INZ
876,M,2/7/1975,1,544.94,475.60,543.89,402.27,147.58,549.85,0.99,XHO
876,F,7/2/1975,1,1084.75,1237.87,1136.97,960.02,137.97,1097.99,1.04,S0J
876,M,8/7/1975,1,795.18,680.43,795.08,694.85,156.58,851.43,0.92,KG4
876,M,12/12/1976,1,715.68,1074.68,748.72,573.36,152.08,725.44,1.04,S0J
876,F,12/30/1976,1,747.41,738.53,746.72,695.58,147.58,843.16,0.86,5MQ
876,M,7/29/1977,1,628.13,441.26,627.15,482.21,152.08,634.29,0.99,XHO
876,F,9/26/1978,1,942.64,906.23,940.94,805.29,147.58,952.87,0.99,XHO
876,F,10/13/1978,1,593.58,442.37,592.48,529.53,147.58,677.11,0.84,INZ
876,F,6/18/1979,1,935.01,920.25,932.70,906.01,171.48,1077.49,0.84,INZ
876,M,7/29/1979,1,713.16,527.11,712.97,573.89,147.58,721.47,0.99,XHO
876,M,9/4/1979,1,810.83,823.36,821.84,642.65,175.98,818.63,1.00,7F7
876,F,11/15/1979,1,1195.45,2094.61,1251.86,1248.93,137.97,1386.90,0.89,Y5U
876,M,1/9/1980,1,763.25,682.10,761.29,730.45,147.58,878.03,0.84,INZ
876,M,1/31/1980,1,1313.47,1026.32,1309.34,1382.74,147.58,1530.32,0.84,INZ
876,M,4/14/1980,1,588.03,383.19,587.07,523.08,147.58,670.66,0.84,INZ
876,F,7/26/1981,1,1161.46,1232.72,1219.11,1224.49,105.07,1329.56,0.91,JRZ
876,M,9/9/1981,1,434.32,438.21,437.31,417.60,81.17,498.77,0.85,LRC
876,M,1/18/1982,1,1250.54,1322.79,1309.46,1098.77,166.08,1264.85,1.04,S0J
876,F,5/23/1982,1,807.42,1260.54,846.83,716.86,147.58,864.44,0.98,KON
876,M,8/23/1982,1,839.31,710.43,839.28,673.27,175.98,849.25,0.99,XHO
876,M,12/23/1982,1,776.13,469.92,774.21,745.82,147.58,893.40,0.84,INZ
876,M,9/23/1983,1,784.41,506.84,781.05,833.01,81.17,914.18,0.84,INZ
876,F,11/13/1983,1,1010.66,1305.51,1056.52,914.54,109.57,1024.11,1.04,146
876,M,4/17/1984,1,2602.96,1735.29,2599.40,2488.69,147.58,2636.27,0.99,XHO
876,M,5/25/1985,1,598.38,750.00,627.38,484.85,152.08,636.93,0.98,0UZ
876,M,9/1/1985,1,961.02,748.80,956.99,885.24,147.58,1032.82,0.91,LCA
876,F,3/18/1986,1,835.80,1366.77,875.02,716.65,175.98,892.63,0.98,KON
876,F,4/15/1987,1,1334.48,1237.82,1330.30,1358.89,188.58,1547.47,0.84,INZ
876,M,2/18/1988,1,1326.84,929.99,1326.77,1186.44,152.08,1338.52,0.99,Z20
876,F,7/25/1988,1,899.28,1023.29,941.89,969.88,81.17,1051.05,0.89,M3R
876,M,4/21/1990,1,1840.74,1056.19,1839.48,1948.57,161.08,2109.65,0.86,5MQ
876,F,7/2/1990,1,1118.98,1212.76,1172.71,1109.38,183.28,1292.66,0.89,Y5U
876,M,1/14/1991,1,947.43,1199.62,993.45,898.86,187.78,1086.64,0.90,3MQ
876,F,9/3/1936,2,659.46,405.70,657.86,607.34,147.58,754.92,0.84,INZ
876,F,8/2/1944,2,702.27,535.41,700.60,624.41,175.98,800.39,0.84,INZ
876,F,11/26/1946,2,795.62,948.66,834.56,630.90,171.48,802.38,1.05,JDN
876,F,4/11/1950,2,920.32,1074.28,965.81,791.59,137.97,929.56,1.05,DGY
876,M,9/13/1954,2,678.83,523.81,677.42,508.98,175.98,684.96,0.99,XHO
876,M,3/2/1958,2,701.22,927.47,735.44,689.80,114.07,803.87,0.90,BSK
876,M,12/30/1960,2,473.91,381.56,473.78,378.71,147.58,526.29,0.86,5MQ
876,M,9/13/1962,2,620.84,421.05,619.45,561.62,147.58,709.20,0.84,INZ
876,F,1/30/1964,2,1353.54,1279.28,1352.53,1290.85,166.37,1457.22,0.92,KG4
876,M,10/20/1964,2,661.20,854.81,694.04,575.11,175.98,751.09,0.90,BSK
876,M,7/2/1965,2,1800.02,1493.12,1794.89,1791.11,99.17,1890.28,0.95,R2I
876,F,4/10/1968,2,1336.76,1429.18,1401.21,1130.73,224.57,1355.30,1.04,S0J
876,F,8/30/1968,2,708.93,872.60,742.65,637.24,171.48,808.72,0.90,3MQ
876,F,11/22/1968,2,607.19,490.57,606.90,533.64,81.17,614.81,0.99,XHO
876,F,1/15/1969,2,1778.42,1600.29,1770.69,1764.96,204.38,1969.34,0.89,M3R
876,F,10/8/1969,2,871.38,613.05,871.21,787.50,147.58,935.08,0.92,KG4
876,M,7/30/1970,2,927.05,1291.46,972.50,874.60,188.58,1063.18,0.90,3MQ
876,M,10/18/1970,2,1234.49,1064.81,1233.06,1127.59,122.17,1249.76,0.99,XHO
876,M,2/26/1971,2,502.61,387.78,502.40,360.16,147.58,507.74,0.99,XHO
876,M,2/1/1973,2,646.82,516.08,645.30,592.39,147.58,739.97,0.84,INZ
876,F,4/29/1973,2,453.58,428.31,452.74,363.21,147.58,510.79,0.84,INZ
876,M,8/17/1973,2,703.79,751.39,738.03,648.70,156.58,805.28,0.90,3MQ
876,F,6/22/1974,2,1155.84,1212.21,1210.87,1102.83,140.47,1243.30,0.97,QN5
876,F,2/26/1976,2,686.53,740.85,720.30,638.96,147.58,786.54,0.90,3MQ
876,M,1/9/1977,2,828.56,539.43,827.30,803.65,152.08,955.73,0.84,INZ
876,M,8/16/1978,2,474.68,445.13,474.00,331.33,147.58,478.91,0.99,XHO
876,F,12/19/1978,2,653.58,1101.66,685.21,594.80,152.08,746.88,0.90,3MQ
876,M,3/4/1979,2,1050.31,1894.24,1101.52,1022.01,109.57,1131.58,0.97,QN5
876,M,9/12/1980,2,608.79,754.58,637.32,546.39,147.58,693.97,0.90,3MQ
876,F,2/27/1981,2,694.16,919.24,727.53,520.02,180.98,701.00,1.05,JDN
876,M,5/5/1981,2,1969.06,1587.16,1960.76,2101.18,195.38,2296.56,0.84,INZ
876,M,1/15/1982,2,1295.42,1124.80,1293.84,1330.77,147.58,1478.35,0.86,5MQ
876,M,5/6/1983,2,510.88,434.44,509.71,425.65,152.08,577.73,0.84,INZ
876,F,1/5/1984,2,558.32,579.87,578.51,428.56,152.08,580.64,1.00,XHZ
876,F,1/9/1985,2,820.05,709.48,817.45,655.68,171.48,827.16,0.99,XHO
876,F,3/17/1985,2,1120.63,1011.41,1116.27,926.83,203.17,1130.00,0.99,XHO
876,F,6/5/1987,2,783.67,728.40,782.91,644.88,147.58,792.46,0.99,XHO
876,M,7/23/1987,2,649.02,720.67,680.97,560.60,175.98,736.58,0.90,BSK
876,F,1/6/1988,2,1462.00,1684.38,1530.37,1305.87,171.48,1477.35,1.04,S0J
876,M,9/2/1988,2,466.43,464.68,465.51,378.40,147.58,525.98,0.84,INZ
876,F,4/20/1989,2,751.69,1139.85,787.08,655.61,147.58,803.19,0.98,KON
876,F,6/28/1940,3,661.55,912.97,692.09,558.23,147.58,705.81,0.98,KON
876,F,11/18/1951,3,2155.02,1451.38,2148.57,2381.60,147.58,2529.18,0.84,INZ
876,F,3/3/1952,3,655.54,600.15,655.23,526.44,171.48,697.92,0.92,KG4
876,M,8/6/1957,3,1873.47,1348.33,1867.96,1704.03,254.68,1958.71,0.95,R2I
876,M,2/10/1959,3,1790.27,3582.66,1877.17,1715.41,261.18,1976.59,0.94,CBY
876,F,4/12/1960,3,1453.73,2293.47,1523.96,1403.67,161.57,1565.24,0.97,QN5
876,F,3/25/1961,3,674.77,678.97,678.59,554.64,205.58,760.22,0.85,LRC
876,F,1/10/1962,3,473.41,301.23,472.30,386.48,147.58,534.06,0.84,INZ
876,M,2/9/1967,3,1281.77,874.25,1278.60,1396.75,105.07,1501.82,0.84,INZ
876,F,5/2/1968,3,951.52,790.98,951.19,883.10,81.17,964.27,0.99,XHO
876,M,1/19/1969,3,1415.92,986.71,1412.03,1250.07,180.48,1430.55,0.99,XHO
876,M,4/12/1969,3,1296.97,1781.45,1357.61,1374.32,137.97,1512.29,0.89,M3R
876,M,4/13/1970,3,539.19,543.19,543.00,461.36,147.58,608.94,0.86,GLN
876,M,9/7/1970,3,1180.54,1304.27,1238.59,961.77,232.78,1194.55,1.05,DGY
876,F,11/29/1970,3,684.43,677.20,683.36,552.16,175.98,728.14,0.92,KG4
876,M,4/11/1971,3,1109.90,970.37,1108.27,989.80,137.97,1127.77,0.98,0UZ
876,M,7/17/1972,3,534.88,744.13,560.57,424.83,175.98,600.81,0.91,D7G
876,M,6/2/1973,3,1501.10,1437.74,1495.24,1502.80,161.58,1664.38,0.89,M3R
876,M,10/3/1973,3,806.16,1449.98,845.49,741.93,180.48,922.41,0.90,3MQ
876,F,12/14/1973,3,557.86,577.72,576.01,453.01,175.98,628.99,0.88,AKF
876,F,6/20/1975,3,841.76,1030.00,882.05,823.51,147.58,971.09,0.89,Y5U
876,M,10/1/1975,3,583.90,552.65,583.71,490.08,161.58,651.66,0.86,5MQ
876,M,4/1/1976,3,483.24,448.60,482.25,341.40,147.58,488.98,0.98,0UZ
876,M,5/20/1976,3,880.80,1651.56,924.03,733.84,156.58,890.42,1.05,DGY
876,M,4/1/1977,3,623.69,1453.34,654.68,518.53,146.37,664.90,0.98,0UZ
876,M,9/13/1977,3,983.45,1262.00,1028.38,966.51,166.37,1132.88,0.89,Y5U
876,M,1/31/1978,3,1072.66,1272.07,1123.44,1083.17,137.97,1221.14,0.91,JRZ
876,F,3/5/1978,3,894.35,1329.51,936.37,756.62,175.98,932.60,1.00,7F7
876,M,2/4/1979,3,656.08,1034.67,687.97,602.90,147.58,750.48,0.90,3MQ
876,M,7/26/1979,3,1069.77,1026.81,1066.88,1088.73,147.58,1236.31,0.84,1NJ
876,M,5/20/1980,3,820.61,1023.34,859.00,700.22,175.98,876.20,0.98,KON
876,M,6/11/1980,3,444.40,556.61,465.91,351.63,147.58,499.21,0.91,D7G
876,F,11/2/1982,3,799.71,762.36,797.49,745.09,171.48,916.57,0.84,INZ
876,M,11/4/1982,3,849.54,884.56,883.54,771.07,199.25,970.32,0.89,M3R
876,M,1/1/1984,3,846.70,1054.48,888.85,795.33,175.98,971.31,0.90,3MQ
876,F,1/13/1985,3,693.59,823.18,725.77,618.40,171.48,789.88,0.90,3MQ
876,M,5/14/1985,3,1118.96,2102.83,1169.70,1093.96,81.17,1175.13,1.00,XHZ
876,M,6/5/1985,3,645.92,795.72,677.14,476.84,175.98,652.82,1.05,JDN
876,M,6/15/1985,3,630.85,659.56,658.52,567.84,152.08,719.92,0.89,Y5U
876,M,8/3/1988,3,781.65,1087.36,819.46,722.93,171.48,894.41,0.90,3MQ
876,M,9/27/1989,3,879.97,1567.83,922.01,863.27,152.08,1015.35,0.89,Y5U
876,F,3/25/1990,3,993.67,668.97,990.70,955.64,187.78,1143.42,0.84,INZ
876,F,5/18/1992,3,595.74,970.60,624.07,531.60,147.58,679.18,0.90,3MQ
876,F,4/23/1944,4,693.80,974.66,727.30,620.11,171.48,791.59,0.90,3MQ
876,M,9/19/1944,4,1462.81,1590.17,1532.96,1502.07,166.37,1668.44,0.91,JRZ
876,M,6/15/1963,4,2408.10,2767.99,2522.60,2230.27,201.77,2432.04,1.04,S0J
876,M,8/17/1968,4,511.65,584.30,536.42,510.44,81.17,591.61,0.89,Y5U
876,M,5/18/1971,4,1331.14,576.63,1328.75,1405.84,147.58,1553.42,0.84,INZ
876,M,7/13/1971,4,751.91,839.58,786.54,638.96,147.58,786.54,1.00,FSI
876,F,4/12/1974,4,2525.30,2322.27,2519.57,2575.90,152.58,2728.48,0.92,KG4
876,F,10/17/1975,4,1129.64,580.75,1126.20,1186.91,128.97,1315.88,0.84,INZ
876,M,4/22/1977,4,1709.23,1611.77,1706.56,1555.02,174.58,1729.60,0.99,XHO
876,M,6/21/1977,4,739.11,601.42,738.23,589.12,180.48,769.60,0.95,R2I
876,M,10/5/1977,4,658.72,692.13,691.22,673.92,90.17,764.09,0.89,Y5U
876,F,9/28/1978,4,724.90,473.52,723.23,578.03,175.98,754.01,0.95,R2I
876,M,6/24/1981,4,655.46,748.11,686.27,549.70,150.08,699.78,0.98,KON
876,M,8/27/1983,4,925.43,692.81,923.13,923.07,147.58,1070.65,0.84,INZ
876,F,1/8/1984,4,1022.57,916.46,1020.76,1063.09,105.07,1168.16,0.86,5MQ
876,F,10/22/1985,4,622.52,697.53,651.75,452.68,175.98,628.66,1.05,JDN
876,M,11/7/1985,4,409.15,628.53,429.53,275.93,175.98,451.91,0.92,KG4
876,M,9/12/1987,4,938.26,1115.99,982.04,809.92,168.08,978.00,1.00,7F7
876,F,3/21/1988,4,584.92,747.79,614.01,444.62,175.98,620.60,0.99,XHO
876,M,6/19/1990,4,901.82,725.75,899.15,894.53,147.58,1042.11,0.84,INZ
876,M,1/23/1934,5,827.50,493.57,825.76,745.78,94.67,840.45,0.98,0UZ
876,F,4/1/1935,5,469.90,386.07,469.75,353.24,171.48,524.72,0.84,1NJ
876,M,10/28/1936,5,968.72,1425.26,1014.77,922.65,187.78,1110.43,0.90,3MQ
876,M,7/14/1940,5,921.48,730.13,920.56,926.83,137.97,1064.80,0.84,1NJ
876,M,9/9/1940,5,1370.45,1864.98,1436.13,1511.59,94.67,1606.26,0.89,M3R
876,M,9/14/1940,5,985.59,607.70,983.42,956.25,175.98,1132.23,0.84,1NJ
876,F,11/1/1940,5,922.48,681.52,918.65,848.95,94.67,943.62,0.97,QN5
876,M,4/13/1941,5,1260.32,804.98,1257.08,1257.38,195.38,1452.76,0.84,1NJ
876,M,5/24/1941,5,576.69,654.06,604.96,584.38,81.17,665.55,0.90,3MQ
876,M,1/1/1942,5,402.05,283.07,401.42,254.35,152.08,406.43,0.98,0UZ
876,M,1/15/1943,5,572.58,463.15,572.04,469.06,175.98,645.04,0.84,1NJ
876,M,1/29/1943,5,678.82,366.44,676.87,564.50,128.97,693.47,0.97,QN5
876,M,9/22/1944,5,716.37,821.93,750.52,637.81,175.98,813.79,0.90,BSK
876,M,1/30/1945,5,1950.73,3585.65,2339.40,2080.96,195.38,2276.34,1.03,OUF
876,M,3/1/1945,5,734.90,812.66,771.09,640.03,105.07,745.10,1.04,S0J
876,M,4/8/1945,5,657.72,678.64,676.65,591.10,157.27,748.37,0.88,MXU
876,M,11/13/1945,5,4535.48,4760.56,4752.08,5036.81,282.17,5318.98,0.89,M3R
876,F,2/15/1946,5,645.08,545.73,643.46,498.53,171.48,670.01,0.95,R2I
876,M,3/20/1946,5,454.68,375.17,453.69,324.94,147.58,472.52,0.94,CBY
876,F,11/2/1946,5,812.78,996.93,851.49,732.00,195.38,927.38,0.90,3MQ
876,F,11/22/1946,5,1792.76,2653.68,1880.82,1738.05,81.17,1819.22,1.04,146
876,M,1/1/1947,5,497.00,525.47,520.64,456.95,90.17,547.12,0.94,CBY
876,F,3/20/1947,5,500.64,400.96,500.64,337.45,171.48,508.93,0.98,KON
876,F,3/27/1947,5,1677.13,4356.03,1753.54,1755.55,195.58,1951.13,0.89,M3R
876,M,4/25/1947,5,1688.71,856.75,1685.78,1619.60,90.17,1709.77,0.99,XHO
876,F,5/16/1947,5,1099.30,1088.96,1095.11,1128.43,147.02,1275.45,0.84,INZ
876,F,11/1/1947,5,499.39,390.42,497.85,388.45,171.48,559.93,0.84,INZ
876,M,1/7/1949,5,1082.57,1267.27,1134.89,1010.58,224.57,1235.15,0.90,BSK
876,M,2/25/1949,5,550.21,359.81,549.70,554.88,81.17,636.05,0.84,1NJ
876,M,5/2/1949,5,588.24,890.27,616.55,494.09,171.48,665.57,0.90,BSK
876,M,10/22/1949,5,932.02,1269.25,975.21,925.72,81.17,1006.89,0.97,PUY
876,F,10/29/1949,5,1611.68,1290.69,1610.61,1786.89,101.80,1888.69,0.84,1NJ
876,M,11/5/1949,5,604.26,642.61,632.95,507.30,175.98,683.28,0.90,BSK
876,F,1/10/1950,5,1748.65,1961.57,1831.70,1798.59,94.67,1893.26,0.97,PUY
876,F,12/6/1950,5,721.60,721.78,722.19,718.73,81.17,799.90,0.89,Y5U
876,F,2/2/1951,5,604.15,443.13,602.15,512.59,171.48,684.07,0.84,INZ
876,M,1/3/1952,5,1160.10,975.28,1155.45,1278.62,81.17,1359.79,0.84,INZ
876,M,1/23/1952,5,996.39,1466.48,1045.39,784.80,232.78,1017.58,1.04,146
876,M,6/24/1952,5,1917.95,1946.16,1945.33,1615.08,377.75,1992.83,0.97,QN5
876,F,10/7/1952,5,1287.47,1509.28,1349.75,1348.01,86.17,1434.18,0.94,3MY
876,M,10/27/1952,5,699.61,557.84,698.44,695.73,99.17,794.90,0.86,5MQ
876,M,11/3/1952,5,795.45,745.07,795.12,829.55,94.67,924.22,0.84,1NJ
876,M,11/23/1952,5,722.69,632.60,720.11,652.98,171.48,824.46,0.84,INZ
876,F,11/25/1952,5,917.19,1277.83,959.29,779.71,151.95,931.66,1.04,146
876,M,12/17/1952,5,1992.93,1532.95,1989.56,2124.85,195.38,2320.23,0.84,1NJ
876,F,2/27/1953,5,732.24,1102.62,766.22,771.93,81.17,853.10,0.89,M3R
876,M,3/7/1953,5,1259.80,961.53,1258.60,1075.41,204.38,1279.79,0.98,0UZ
876,F,3/15/1953,5,470.23,442.30,469.54,279.67,195.38,475.05,0.98,0UZ
876,F,5/20/1953,5,619.09,453.09,618.85,529.82,171.48,701.30,0.84,1NJ
876,F,6/30/1953,5,640.14,676.95,670.10,472.48,175.98,648.46,1.05,DGY
876,M,8/25/1953,5,742.74,641.92,742.31,779.11,81.17,860.28,0.85,N9O
876,M,10/1/1953,5,2135.55,1306.68,2128.38,2329.12,171.48,2500.60,0.84,INZ
876,M,9/19/1954,5,2769.09,3234.77,3226.36,2984.39,241.97,3226.36,1.00,FSI
876,F,12/28/1954,5,474.63,476.05,474.94,359.39,171.48,530.87,0.84,1NJ
876,M,2/24/1955,5,524.42,515.47,522.84,523.07,81.17,604.24,0.84,1NJ
876,M,3/12/1955,5,312.92,278.32,312.86,168.60,147.58,316.18,0.98,0UZ
876,M,4/17/1955,5,1895.08,2302.51,1989.76,2150.65,81.17,2231.82,0.89,M3R
876,F,5/28/1955,5,785.65,593.51,785.49,834.13,81.17,915.30,0.84,1NJ
876,F,8/20/1955,5,844.30,816.71,844.20,875.35,105.07,980.42,0.84,1NJ
876,M,11/22/1955,5,1927.75,1259.78,1924.57,1881.80,195.38,2077.18,0.92,KG4
876,M,4/1/1956,5,804.15,974.98,843.24,822.61,109.57,932.18,0.89,Y5U
876,F,2/2/1957,5,793.79,570.83,793.22,712.59,94.67,807.26,0.98,0UZ
876,M,3/28/1957,5,572.49,839.88,599.09,469.71,175.98,645.69,0.90,BSK
876,M,4/13/1957,5,1453.36,1917.78,1521.99,1360.22,201.77,1561.99,0.97,QN5
876,M,9/18/1957,5,694.42,417.56,693.00,624.13,81.17,705.30,0.98,0UZ
876,M,10/8/1957,5,1271.78,1270.89,1274.33,1119.34,166.07,1285.41,0.99,Z20
876,M,11/11/1957,5,1960.71,1628.79,1955.96,1775.61,223.97,1999.58,0.98,KON
876,F,1/10/1958,5,1529.73,1266.33,1523.67,1716.88,81.17,1798.05,0.84,INZ
876,M,1/12/1958,5,571.07,492.95,569.85,458.37,127.17,585.54,0.97,PUY
876,F,1/13/1958,5,1473.71,1940.92,1543.29,1341.25,147.58,1488.83,1.04,S0J
876,F,1/19/1958,5,733.33,714.08,730.74,660.28,175.98,836.26,0.84,INZ
876,M,3/1/1958,5,1757.75,1563.26,1751.66,1826.89,209.08,2035.97,0.84,1NJ
876,F,3/6/1958,5,583.66,801.38,610.74,462.97,128.97,591.94,1.04,S0J
876,M,4/15/1958,5,1747.41,1793.56,1792.60,1844.14,188.27,2032.41,0.87,UHN
876,F,5/28/1958,5,1004.36,1318.82,1054.47,892.83,166.07,1058.90,1.00,XHZ
876,F,8/28/1958,5,871.57,884.22,882.68,792.51,90.17,882.68,1.00,FSI
876,F,9/6/1958,5,588.80,608.02,607.87,489.09,175.98,665.07,0.88,AKF
876,M,9/10/1958,5,781.11,537.33,778.94,751.45,147.58,899.03,0.84,INZ
876,M,10/7/1958,5,837.97,824.40,837.29,847.79,81.17,928.96,0.89,Y5U
876,F,3/10/1959,5,455.31,521.93,477.23,283.79,175.98,459.77,1.06,6NS
876,M,10/20/1959,5,381.36,374.62,380.68,277.44,147.58,425.02,0.84,INZ
876,F,11/1/1959,5,1126.42,995.64,1125.41,1135.79,166.37,1302.16,0.84,1NJ
876,F,4/12/1960,5,825.05,760.42,822.42,774.76,171.48,946.24,0.84,INZ
876,F,6/10/1960,5,537.65,491.99,537.50,433.48,171.48,604.96,0.84,1NJ
876,F,11/1/1960,5,1222.04,2018.90,1280.36,1145.72,232.78,1378.50,0.91,LCA
876,F,11/18/1960,5,614.88,582.56,612.74,445.54,175.98,621.52,0.98,0UZ
876,F,1/2/1961,5,470.92,564.74,493.79,382.43,147.58,530.01,0.91,D7G
876,F,1/17/1961,5,907.39,1796.09,949.47,852.79,125.87,978.66,0.97,PUY
876,M,1/25/1961,5,1535.12,1035.26,1529.35,1723.64,81.17,1804.81,0.84,INZ
876,M,4/20/1961,5,2166.84,2129.16,2158.81,2393.79,147.58,2541.37,0.84,INZ
876,M,5/1/1961,5,1188.32,661.55,1187.08,1309.73,81.17,1390.90,0.84,1NJ
876,F,6/16/1961,5,1203.09,1438.19,1259.65,1301.01,105.07,1406.08,0.89,M3R
876,M,8/12/1961,5,1314.16,1535.19,1374.38,1165.96,161.08,1327.04,1.04,S0J
876,M,9/4/1961,5,1525.39,1255.57,1520.41,1713.00,81.17,1794.17,0.84,INZ
876,M,10/15/1961,5,499.96,573.53,524.32,484.67,81.17,565.84,0.91,LCA
876,M,12/23/1961,5,716.63,693.20,714.04,753.25,81.17,834.42,0.84,INZ
876,F,1/1/1962,5,632.09,759.60,661.31,623.68,105.07,728.75,0.89,Y5U
876,M,1/26/1962,5,901.60,631.06,900.47,727.02,187.78,914.80,0.98,0UZ
876,M,3/1/1962,5,1361.30,2033.56,1429.04,1436.82,147.58,1584.40,0.89,Y5U
876,M,3/27/1962,5,512.01,557.10,536.48,428.95,150.08,579.03,0.90,BSK
876,M,4/1/1962,5,787.48,696.91,786.54,835.37,81.17,916.54,0.84,1NJ
876,M,4/28/1962,5,1399.56,2382.81,1464.17,1342.33,81.17,1423.50,1.03,OUF
876,F,5/15/1962,5,642.74,888.23,673.58,473.45,175.98,649.43,1.05,JDN
876,F,5/17/1962,5,667.06,1518.30,698.26,516.64,191.80,708.44,0.98,0UZ
876,F,5/22/1962,5,620.08,788.06,649.36,559.82,147.58,707.40,0.90,3MQ
876,M,8/8/1962,5,956.59,1008.84,1004.06,810.37,156.58,966.95,1.05,DGY
876,M,1/21/1963,5,701.59,473.51,701.54,565.09,147.58,712.67,0.98,0UZ
876,M,1/29/1963,5,1066.73,1616.20,1117.58,858.96,219.28,1078.24,1.05,DGY
876,M,4/2/1963,5,1399.45,1024.43,1398.29,1436.36,161.08,1597.44,0.86,5MQ
876,M,4/5/1963,5,286.24,277.86,285.79,146.71,147.58,294.29,0.94,CBY
876,M,5/6/1963,5,402.02,451.85,421.52,273.46,171.48,444.94,0.91,LCA
876,M,5/12/1963,5,588.38,464.28,587.42,588.90,90.17,679.07,0.84,1NJ
876,M,5/27/1963,5,1072.59,962.85,1071.38,1072.50,147.58,1220.08,0.86,5MQ
876,F,6/10/1963,5,3100.78,3043.68,3098.36,3016.40,340.35,3356.75,0.91,LCA
876,M,8/17/1963,5,626.77,1402.11,657.75,534.69,149.01,683.70,0.95,TBD
876,M,8/22/1963,5,944.98,1160.69,991.36,835.92,175.98,1011.90,0.98,KON
876,F,9/5/1963,5,693.25,1140.71,727.63,657.87,137.97,795.84,0.90,3MQ
876,M,9/7/1963,5,1078.51,1054.55,1076.15,1099.71,147.58,1247.29,0.84,1NJ
876,M,11/18/1963,5,1384.97,1654.47,1453.96,1437.96,171.48,1609.44,0.89,Y5U
876,F,1/17/1964,5,878.25,1357.98,920.18,798.60,204.38,1002.98,0.90,3MQ
876,M,2/2/1964,5,559.73,626.29,587.67,488.56,147.58,636.14,0.90,BSK
876,F,2/18/1964,5,532.87,532.05,532.25,366.19,171.48,537.67,0.99,XHO
876,F,3/16/1964,5,640.30,862.22,669.79,515.39,133.47,648.86,1.04,S0J
876,M,4/7/1964,5,950.72,1740.89,996.20,889.02,195.38,1084.40,0.90,BSK
876,F,5/13/1964,5,936.06,937.72,936.79,901.03,175.98,1077.01,0.84,1NJ
876,F,5/23/1964,5,351.59,293.56,350.19,288.56,64.49,353.05,0.99,Z20
876,F,8/17/1964,5,520.00,481.39,518.36,407.51,175.98,583.49,0.84,INZ
876,M,10/18/1964,5,1067.68,1020.02,1066.23,1066.56,86.17,1152.73,0.92,KG4
876,F,12/6/1964,5,2147.34,2523.34,2250.53,1981.79,188.27,2170.06,1.04,S0J
876,M,1/1/1965,5,1043.58,965.22,1043.20,967.60,94.67,1062.27,0.98,0UZ
876,M,1/27/1965,5,823.43,776.58,820.51,735.97,147.58,883.55,0.91,LCA
876,M,7/22/1965,5,660.98,667.87,666.97,609.03,147.58,756.61,0.85,LRC
876,M,9/7/1965,5,487.93,656.67,511.94,413.96,81.17,495.13,1.04,S0J
876,F,9/10/1965,5,2062.77,3741.96,2471.63,2266.95,147.58,2414.53,1.03,YNT
876,M,2/11/1966,5,572.40,431.04,570.59,469.67,175.98,645.65,0.84,INZ
876,M,2/26/1966,5,857.65,1629.48,899.77,881.96,113.17,995.13,0.89,Y5U
876,M,4/7/1966,5,2377.49,2452.11,2443.89,2208.90,201.77,2410.67,1.02,YNG
876,F,5/23/1966,5,643.00,621.83,642.48,502.34,147.58,649.92,0.99,XHO
876,M,6/16/1966,5,533.47,680.19,559.24,431.88,137.97,569.85,0.98,KON
876,M,8/9/1966,5,791.26,1078.95,828.42,784.25,128.97,913.22,0.89,Y5U
876,M,11/25/1966,5,1720.09,2301.15,1801.58,1657.98,308.08,1966.06,0.90,BSK
876,M,11/27/1966,5,681.64,611.54,679.80,633.45,147.58,781.03,0.84,INZ
876,M,12/5/1966,5,707.76,1203.37,742.95,661.78,81.17,742.95,1.00,FSI
876,F,1/17/1967,5,1430.05,3218.46,1495.66,1236.57,208.88,1445.45,1.04,S0J
876,F,3/6/1967,5,1021.15,1467.00,1070.39,941.97,90.17,1032.14,1.04,S0J
876,M,3/6/1967,5,827.22,803.62,826.77,765.41,180.48,945.89,0.84,1NJ
876,F,5/1/1967,5,839.62,672.05,837.38,713.47,137.97,851.44,0.98,0UZ
876,M,5/3/1967,5,1085.43,1017.12,1081.34,1043.77,204.38,1248.15,0.84,INZ
876,F,5/7/1967,5,507.61,586.78,531.69,392.92,175.98,568.90,0.91,D7G
