SEX,INSR_TYPE,TYPE_VEHICLE,MAKE,USAGE,PREMIUM,CLAIM_PAID,has_claim,INSURED_VALUE,PROD_YEAR,SEATS_NUM,CCM_TON,CARRYING_CAPACITY,EFFECTIVE_YR,policy_days,vehicle_age,log_insured,log_ccm,value_per_seat,ccm_per_seat,eff_yr,carry_miss,TYPE_USAGE,MAKE_TYPE,MAKE_USAGE
0,1202,Bus,MERCEEDES,Own service,16297.25,,0,1200000.0,2000.0,44.0,4169.0,0.0,08,365,15.0,13.997832948091215,8.335671314792847,27272.727272727272,94.75,8.0,0,Bus_Own service,MERCEEDES_Bus,MERCEEDES_Own service
0,1202,Truck,MACK,General Cartage,13120.35,,0,475000.0,1992.0,1.0,11929.0,300.0,94,364,22.0,13.07107218827772,9.386811515091962,475000.0,11929.0,94.0,0,Truck_General Cartage,MACK_Truck,MACK_General Cartage
0,1202,Pick-up,TOYOTA,Own Goods,7533.31,,0,600000.0,2006.0,1.0,4164.0,10.0,11,364,10.0,13.304686600863562,8.334471554600944,600000.0,4164.0,11.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,6594.65,,0,550000.0,2004.0,2.0,4164.0,7.8,11,364,13.0,13.217675375388819,8.334471554600944,275000.0,2082.0,11.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
1,1202,Trailers and semitrailers,MARU,General Cartage,7573.77,,0,400000.0,2009.0,0.0,0.0,220.0,10,364,7.0,12.899222326086994,0.0,,,10.0,0,Trailers and semitrailers_General Cartage,MARU_Trailers and semitrailers,MARU_General Cartage
2,1201,Automobile,ABAY,Private,3874.63,,0,300000.0,2009.0,4.0,1298.0,0.0,16,364,7.0,12.611541086966115,7.1693500166706,75000.0,324.5,16.0,1,Automobile_Private,ABAY_Automobile,ABAY_Private
0,1202,Tractor,TRACTOR,Agricultural Own Farm,4000.0,,0,1000000.0,2009.0,0.0,0.0,1.0,11,364,7.0,13.815511557963774,0.0,,,11.0,0,Tractor_Agricultural Own Farm,TRACTOR_Tractor,TRACTOR_Agricultural Own Farm
0,1201,Automobile,TOYOTA,Private,1940.81,,0,118780.65,1999.0,4.0,1299.0,0.0,00,365,16.0,11.685042212700848,7.170119543449628,29695.1625,324.75,0.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Bus,FIAT,Own service,13639.05,15700.0,1,600000.0,2001.0,44.0,5861.0,0.0,11,364,15.0,13.304686600863562,8.676246121270838,13636.363636363636,133.20454545454547,11.0,0,Bus_Own service,FIAT_Bus,FIAT_Own service
1,1202,Truck,AEOLUS,General Cartage,16379.17,,0,600000.0,2006.0,1.0,9726.0,287.0,11,364,11.0,13.304686600863562,9.18266080286944,600000.0,9726.0,11.0,0,Truck_General Cartage,AEOLUS_Truck,AEOLUS_General Cartage
0,1202,Truck,FIAT,Own Goods,6260.4,,0,680250.0,1993.0,1.0,13798.0,145.0,84,364,23.0,13.430217126692188,9.532351404751555,680250.0,13798.0,84.0,0,Truck_Own Goods,FIAT_Truck,FIAT_Own Goods
0,1202,Truck,VOLVO,General Cartage,28962.81,,0,1500000.0,2008.0,1.0,12500.0,228.0,09,364,9.0,14.220976332738882,9.433563920090563,1500000.0,12500.0,9.0,0,Truck_General Cartage,VOLVO_Truck,VOLVO_General Cartage
0,1202,Pick-up,TOYOTA,Own Goods,8530.75,,0,700000.0,2012.0,1.0,4164.0,10.0,16,364,4.0,13.45883704259595,8.334471554600944,700000.0,4164.0,16.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,465.76,,0,296059.28,2009.0,4.0,2494.0,6.0,15,30,6.0,12.598318361221274,7.822044008185619,74014.82,623.5,15.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Trailers and semitrailers,CALABRESE,General Cartage,7543.26,11500.0,1,302500.0,1989.0,0.0,0.0,45000.0,94,364,25.0,12.619839862232693,0.0,,,94.0,0,Trailers and semitrailers_General Cartage,CALABRESE_Trailers and semitrailers,CALABRESE_General Cartage
0,1202,Pick-up,DACIA,Own Goods,2641.11,,0,178000.0,2006.0,1.0,796.0,5.0,13,364,8.0,12.08954444723597,6.680854678790215,178000.0,796.0,13.0,0,Pick-up_Own Goods,DACIA_Pick-up,DACIA_Own Goods
0,1201,Motor-cycle,SUZUKI,Private,758.84,,0,48280.0,2009.0,1.0,0.0,0.0,11,365,6.0,10.784793387507323,0.0,48280.0,0.0,11.0,1,Motor-cycle_Private,SUZUKI_Motor-cycle,SUZUKI_Private
0,1202,Truck,NISSAN,Own Goods,9984.6,,0,752347.0,2005.0,1.0,12530.0,930.0,95,365,10.0,13.530954261846281,9.435960853165286,752347.0,12530.0,95.0,0,Truck_Own Goods,NISSAN_Truck,NISSAN_Own Goods
0,1202,Trailers and semitrailers,CALABRESE,Own Goods,2040.36,,0,150000.0,1988.0,0.0,0.0,145.7,83,365,27.0,11.918397239722838,0.0,,,83.0,0,Trailers and semitrailers_Own Goods,CALABRESE_Trailers and semitrailers,CALABRESE_Own Goods
0,1202,Trailers and semitrailers,CALABRASE,Own Goods,4992.15,,0,311040.0,2000.0,0.0,0.0,200.0,01,365,15.0,12.64768001526962,0.0,,,1.0,0,Trailers and semitrailers_Own Goods,CALABRASE_Trailers and semitrailers,CALABRASE_Own Goods
0,1202,Trailers and semitrailers,LOWBED,Own Goods,9411.13,,0,551040.0,2000.0,0.0,0.0,400.0,01,364,16.0,13.219564495530092,0.0,,,1.0,0,Trailers and semitrailers_Own Goods,LOWBED_Trailers and semitrailers,LOWBED_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,6336.75,,0,500000.0,2007.0,4.0,2986.0,7.0,12,365,8.0,13.122365377402328,8.00202481821611,125000.0,746.5,12.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,MITSUBISHI,Own Goods,11776.75,,0,991808.0,2010.0,0.0,2835.0,7.0,11,365,5.0,13.807285827406162,7.950149887652018,,,11.0,0,Pick-up_Own Goods,MITSUBISHI_Pick-up,MITSUBISHI_Own Goods
0,1201,Automobile,MITSUBISHI,Private,5233.8,,0,400000.0,1993.0,4.0,2500.0,0.0,11,365,22.0,12.899222326086994,7.824445930877619,100000.0,625.0,11.0,1,Automobile_Private,MITSUBISHI_Automobile,MITSUBISHI_Private
0,1201,Automobile,NISSAN,Private,2705.93,,0,165000.0,1993.0,4.0,1598.0,7.0,06,364,21.0,12.013706813470414,7.377133712833954,41250.0,399.5,6.0,0,Automobile_Private,NISSAN_Automobile,NISSAN_Private
0,1202,Station Wagones,TOYOTA,Own service,13825.65,,0,500000.0,2004.0,4.0,0.0,4.0,15,364,12.0,13.122365377402328,0.0,125000.0,0.0,15.0,0,Station Wagones_Own service,TOYOTA_Station Wagones,TOYOTA_Own service
0,1201,Station Wagones,NISSAN*,Private,6765.99,,0,472000.0,1997.0,8.0,4164.0,2.0,88,364,20.0,13.064736383209516,8.334471554600944,59000.0,520.5,88.0,1,Station Wagones_Private,NISSAN*_Station Wagones,NISSAN*_Private
0,1202,Trailers and semitrailers,TRAILER,General Cartage,6841.96,,0,300000.0,2005.0,0.0,0.0,227.0,11,364,10.0,12.611541086966115,0.0,,,11.0,0,Trailers and semitrailers_General Cartage,TRAILER_Trailers and semitrailers,TRAILER_General Cartage
0,1202,Bus,VOLVO,Own service,12154.01,,0,650009.62,1984.0,44.0,5861.0,44.0,11,364,32.0,13.384743980199888,8.676246121270838,14772.94590909091,133.20454545454547,11.0,0,Bus_Own service,VOLVO_Bus,VOLVO_Own service
0,1202,Truck,FAW,Own Goods,15096.42,26531.94,1,1600000.0,2012.0,1.0,0.0,1600.0,95,365,3.0,14.285514812209815,0.0,1600000.0,0.0,95.0,0,Truck_Own Goods,FAW_Truck,FAW_Own Goods
1,1202,Bus,ISUZU,Fare Paying Passengers,14304.81,,0,400000.0,2006.0,24.0,4334.0,0.0,13,364,11.0,12.899222326086994,8.374476889214643,16666.666666666668,180.58333333333334,13.0,0,Bus_Fare Paying Passengers,ISUZU_Bus,ISUZU_Fare Paying Passengers
0,1202,Tanker,NISSAN,Own Goods,18412.15,,0,1500000.0,2008.0,0.0,9756.0,150.0,01,364,9.0,14.220976332738882,9.18574025510795,,,1.0,0,Tanker_Own Goods,NISSAN_Tanker,NISSAN_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,8768.75,,0,785000.0,2000.0,4.0,2500.0,2.0,79,365,16.0,13.573440270649085,7.824445930877619,196250.0,625.0,79.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1201,Automobile,TOYOTA,Private,11720.89,20200.0,1,1321748.35,2010.0,8.0,4164.0,0.0,56,364,6.0,14.094466682325304,8.334471554600944,165218.54375,520.5,56.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1201,Automobile,TOYOTA,Private,5137.8,3350.0,1,400000.0,2007.0,4.0,1299.0,0.0,11,364,9.0,12.899222326086994,7.170119543449628,100000.0,324.75,11.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Pick-up,MAZDA,Own Goods,12443.34,,0,1499900.1,2010.0,4.0,2499.0,7.0,12,364,8.0,14.220909730565408,7.824046010856292,374975.025,624.75,12.0,0,Pick-up_Own Goods,MAZDA_Pick-up,MAZDA_Own Goods
0,1202,Bus,DAEWOO,Own service,38417.05,,0,2412368.64,2012.0,62.0,0.0,62.0,11,364,5.0,14.696120075502161,0.0,38909.17161290323,0.0,11.0,0,Bus_Own service,DAEWOO_Bus,DAEWOO_Own service
1,1202,Bus,ISUZU,Fare Paying Passengers,3412.3,,0,450000.0,2002.0,24.0,4334.0,24.0,14,364,14.0,13.017005083966255,8.374476889214643,18750.0,180.58333333333334,14.0,0,Bus_Fare Paying Passengers,ISUZU_Bus,ISUZU_Fare Paying Passengers
0,1202,Pick-up,ISUZU,Own Goods,3106.05,,0,250000.0,1992.0,4.0,2499.0,7.0,12,364,24.0,12.429220196836383,7.824046010856292,62500.0,624.75,12.0,0,Pick-up_Own Goods,ISUZU_Pick-up,ISUZU_Own Goods
1,1202,Truck,ISUZU,General Cartage,33486.05,,0,900000.0,2005.0,2.0,8226.0,0.0,14,364,9.0,13.710151153416941,9.01517670716893,450000.0,4113.0,14.0,0,Truck_General Cartage,ISUZU_Truck,ISUZU_General Cartage
0,1202,Pick-up,TOYOTA,Own Goods,18499.75,,0,1600000.0,2010.0,4.0,2998.0,7.0,12,364,5.0,14.285514812209815,8.00603417874901,400000.0,749.5,12.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1201,Station Wagones,NISSAN,Private,5965.95,,0,450000.0,1997.0,8.0,4169.0,2.0,11,365,18.0,13.017005083966255,8.335671314792847,56250.0,521.125,11.0,1,Station Wagones_Private,NISSAN_Station Wagones,NISSAN_Private
0,1202,Pick-up,MITSUBISHI,Own Goods,726.75,,0,300000.0,1982.0,4.0,2477.0,7.8,11,365,33.0,12.611541086966115,7.815207062189088,75000.0,619.25,11.0,0,Pick-up_Own Goods,MITSUBISHI_Pick-up,MITSUBISHI_Own Goods
1,1202,Bus,ISUZU,Fare Paying Passengers,26743.78,,0,800000.0,2006.0,44.0,8226.0,0.0,12,364,12.0,13.592368256649284,9.01517670716893,18181.81818181818,186.95454545454547,12.0,0,Bus_Fare Paying Passengers,ISUZU_Bus,ISUZU_Fare Paying Passengers
0,1202,Pick-up,MITSUBISHI,Own Goods,5044.13,,0,760000.0,2008.0,4.0,2835.0,6.0,94,365,7.0,13.541075028051122,7.950149887652018,190000.0,708.75,94.0,0,Pick-up_Own Goods,MITSUBISHI_Pick-up,MITSUBISHI_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,13202.17,,0,700000.0,2004.0,2.0,4200.0,10.0,01,364,14.0,13.45883704259595,8.343077871169383,350000.0,2100.0,1.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,11506.7,,0,1390000.0,2011.0,4.0,2400.0,7.0,17,364,6.0,14.144815024531075,7.783640596221253,347500.0,600.0,17.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Truck,SCANIA,Own Goods,2118.75,,0,720000.0,1986.0,1.0,2482.0,122.0,17,364,31.0,13.487007879880162,7.817222785508166,720000.0,2482.0,17.0,0,Truck_Own Goods,SCANIA_Truck,SCANIA_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,4302.02,5739.12,1,480000.0,2003.0,4.0,2779.0,6.0,82,364,13.0,13.081543466215237,7.930206206684683,120000.0,694.75,82.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,MAZDA,Own Goods,10386.67,,0,1248000.0,2010.0,4.0,2499.0,14.0,17,364,7.0,14.03705362919324,7.824046010856292,312000.0,624.75,17.0,0,Pick-up_Own Goods,MAZDA_Pick-up,MAZDA_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,6062.75,,0,500000.0,2005.0,2.0,4164.0,10.0,11,364,12.0,13.122365377402328,8.334471554600944,250000.0,2082.0,11.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,MITSUBISHI,Own Goods,2512.84,,0,162885.8,1997.0,4.0,2477.0,7.9,83,364,19.0,12.000810759999371,7.815207062189088,40721.45,619.25,83.0,0,Pick-up_Own Goods,MITSUBISHI_Pick-up,MITSUBISHI_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,7660.59,,0,992310.0,2010.0,1.0,4164.0,10.0,35,360,5.0,13.80779184519814,8.334471554600944,992310.0,4164.0,35.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Bus,TOYOTA,Fare Paying Passengers,44310.59,,0,3250827.0,1998.0,11.0,2779.0,0.0,13,365,17.0,14.99442029108852,7.930206206684683,295529.7272727273,252.63636363636363,13.0,0,Bus_Fare Paying Passengers,TOYOTA_Bus,TOYOTA_Fare Paying Passengers
0,1201,Special construction,INTERNATIONAL USE,Special Construction,7512.77,65423.72,1,500000.0,2000.0,8.0,4164.0,8.0,13,364,14.0,13.122365377402328,8.334471554600944,62500.0,520.5,13.0,0,Special construction_Special Construction,INTERNATIONAL USE_Special construction,INTERNATIONAL USE_Special Construction
0,1202,Pick-up,BISHOFTU,Own Goods,2934.87,,0,608695.65,2012.0,4.0,2455.0,7.0,11,365,3.0,13.319075310934753,7.806289289267033,152173.9125,613.75,11.0,0,Pick-up_Own Goods,BISHOFTU_Pick-up,BISHOFTU_Own Goods
0,1202,Pick-up,NISSAN,Own Goods,2005.69,2300.0,1,1914146.76,2011.0,4.0,2488.0,7.0,16,364,6.0,14.46478304759733,7.819636302367592,478536.69,622.0,16.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,5261.83,186718.4,1,450000.0,2003.0,4.0,2779.0,7.7,01,364,14.0,13.017005083966255,7.930206206684683,112500.0,694.75,1.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,MITSUBISHI,Own Goods,11579.35,,0,1400000.0,2010.0,4.0,2435.0,7.0,11,364,6.0,14.151983508870947,7.798112628829788,350000.0,608.75,11.0,0,Pick-up_Own Goods,MITSUBISHI_Pick-up,MITSUBISHI_Own Goods
0,1201,Station Wagones,NISSAN,Private,9494.26,,0,1000000.0,2002.0,8.0,4169.0,2.0,11,364,12.0,13.815511557963774,8.335671314792847,125000.0,521.125,11.0,1,Station Wagones_Private,NISSAN_Station Wagones,NISSAN_Private
0,1202,Pick-up,NISSAN,Own Goods,6453.75,,0,700000.0,2007.0,4.0,3153.0,5.0,11,365,8.0,13.45883704259595,8.056426767522984,175000.0,788.25,11.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
0,1201,Motor-cycle,YAMAHA,Private,755.7,,0,48000.0,2001.0,1.0,171.0,0.0,11,364,15.0,10.778977123006351,5.147494476813453,48000.0,171.0,11.0,1,Motor-cycle_Private,YAMAHA_Motor-cycle,YAMAHA_Private
0,1202,Pick-up,ISUZU,Own Goods,6334.75,,0,500000.0,2000.0,4.0,2499.0,7.0,05,365,15.0,13.122365377402328,7.824046010856292,125000.0,624.75,5.0,0,Pick-up_Own Goods,ISUZU_Pick-up,ISUZU_Own Goods
1,1202,Truck,SINO HOWO,General Cartage,4164.1,,0,800000.0,2009.0,1.0,9726.0,165.0,15,182,8.0,13.592368256649284,9.18266080286944,800000.0,9726.0,15.0,0,Truck_General Cartage,SINO HOWO_Truck,SINO HOWO_General Cartage
0,1202,Pick-up,MAZDA,Own Goods,15492.36,,0,1385000.0,2010.0,4.0,2499.0,6.0,12,364,8.0,14.141211419624977,7.824046010856292,346250.0,624.75,12.0,0,Pick-up_Own Goods,MAZDA_Pick-up,MAZDA_Own Goods
1,1202,Pick-up,TOYOTA,Own Goods,4130.48,,0,750000.0,2007.0,1.0,2494.0,10.0,16,364,9.0,13.527829818844937,7.822044008185619,750000.0,2494.0,16.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1201,Motor-cycle,BAJAJI,Private,764.81,,0,37000.0,2009.0,1.0,125.0,0.0,12,364,6.0,10.518700218288165,4.836281906951478,37000.0,125.0,12.0,1,Motor-cycle_Private,BAJAJI_Motor-cycle,BAJAJI_Private
0,1202,Bus,MERCEEDES,Own service,20529.33,,0,1500000.0,2007.0,60.0,5958.0,60.0,11,364,9.0,14.220976332738882,8.69265796074698,25000.0,99.3,11.0,0,Bus_Own service,MERCEEDES_Bus,MERCEEDES_Own service
0,1201,Automobile,TOYOTA,Private,10028.08,,0,1550000.0,2012.0,4.0,2362.0,0.0,13,364,4.0,14.253766134056512,7.767687277186908,387500.0,590.5,13.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
1,1202,Trailers and semitrailers,MESFIN,General Cartage,3057.08,,0,600000.0,2010.0,0.0,0.0,220.0,81,183,7.0,13.304686600863562,0.0,,,81.0,0,Trailers and semitrailers_General Cartage,MESFIN_Trailers and semitrailers,MESFIN_General Cartage
0,1201,Station Wagones,ISUZU,Private,4651.45,,0,336923.0,2000.0,8.0,3059.0,2.0,11,364,16.0,12.727612664613366,8.026170194946426,42115.375,382.375,11.0,1,Station Wagones_Private,ISUZU_Station Wagones,ISUZU_Private
0,1202,Pick-up,TOYOTA,Own Goods,5885.71,,0,460000.0,1990.0,4.0,4164.0,10.0,11,364,24.0,13.038983942375959,8.334471554600944,115000.0,1041.0,11.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
1,1202,Truck,IVECO,General Cartage,21440.99,,0,1000000.0,2001.0,1.0,12880.0,130.0,12,364,15.0,13.815511557963774,9.463508636396089,1000000.0,12880.0,12.0,0,Truck_General Cartage,IVECO_Truck,IVECO_General Cartage
1,1201,Automobile,LIFAN,Private,541.3,,0,350000.0,2011.0,4.0,1587.0,0.0,12,364,5.0,12.765691290604371,7.370230641807081,87500.0,396.75,12.0,1,Automobile_Private,LIFAN_Automobile,LIFAN_Private
1,1201,Automobile,TOYOTA,Private,4036.88,,0,280000.0,1991.0,4.0,1295.0,0.0,11,364,25.0,12.54254845357358,7.16703787691222,70000.0,323.75,11.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1201,Motor-cycle,SUZUKI,Private,1403.75,,0,45000.0,1982.0,1.0,185.0,0.0,02,364,32.0,10.714439990727769,5.225746673713202,45000.0,185.0,2.0,1,Motor-cycle_Private,SUZUKI_Motor-cycle,SUZUKI_Private
0,1202,Bus,TOYOTA,Own service,3499.19,,0,300000.0,1993.0,10.0,2380.0,0.0,18,364,25.0,12.611541086966115,7.7752758464868625,30000.0,238.0,18.0,0,Bus_Own service,TOYOTA_Bus,TOYOTA_Own service
0,1201,Station Wagones,TOYOTA,Private,13755.89,,0,1200000.0,1998.0,10.0,4164.0,2.0,11,364,19.0,13.997832948091215,8.334471554600944,120000.0,416.4,11.0,1,Station Wagones_Private,TOYOTA_Station Wagones,TOYOTA_Private
0,1202,Pick-up,NISSAN,Own Goods,5822.82,,0,650000.0,2008.0,0.0,0.0,7.0,11,364,10.0,13.384729180332174,0.0,,,11.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
0,1201,Automobile,MITSUBISHI,Private,10551.43,,0,330000.0,2002.0,8.0,4164.0,0.0,15,364,14.0,12.706850963741102,8.334471554600944,41250.0,520.5,15.0,1,Automobile_Private,MITSUBISHI_Automobile,MITSUBISHI_Private
1,1202,Truck,NISSAN,General Cartage,15484.15,,0,650000.0,1981.0,2.0,11670.0,160.0,06,364,33.0,13.384729180332174,9.364862411412354,325000.0,5835.0,6.0,0,Truck_General Cartage,NISSAN_Truck,NISSAN_General Cartage
0,1202,Pick-up,TOYOTA,Own Goods,2622.6,,0,275000.0,1996.0,4.0,2779.0,0.0,11,364,21.0,12.524530013005734,7.930206206684683,68750.0,694.75,11.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
2,1201,Automobile,TOYOTA,Private,3516.28,,0,638577.2,2003.0,4.0,1295.0,0.0,37,364,14.0,13.366999421505062,7.16703787691222,159644.3,323.75,37.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Bus,MERCEEDES,Own service,13938.79,,0,969650.0,2009.0,60.0,13000.0,60.0,11,364,8.0,13.784691491923809,9.472781556562168,16160.833333333334,216.66666666666666,11.0,0,Bus_Own service,MERCEEDES_Bus,MERCEEDES_Own service
0,1201,Station Wagones,TOYOTA,Private,7859.55,7601.5,1,650000.0,2009.0,8.0,4164.0,2.0,12,364,5.0,13.384729180332174,8.334471554600944,81250.0,520.5,12.0,1,Station Wagones_Private,TOYOTA_Station Wagones,TOYOTA_Private
0,1202,Truck,SCANIA,Own Goods,15097.95,,0,993000.0,1995.0,1.0,0.0,155.0,12,365,20.0,13.808486950076148,0.0,993000.0,0.0,12.0,0,Truck_Own Goods,SCANIA_Truck,SCANIA_Own Goods
1,1202,Truck,ISUZU,General Cartage,30707.62,,0,1200000.0,2011.0,2.0,8226.0,0.0,12,364,5.0,13.997832948091215,9.01517670716893,600000.0,4113.0,12.0,0,Truck_General Cartage,ISUZU_Truck,ISUZU_General Cartage
1,1202,Truck,SINO HOWO,General Cartage,40803.39,5500.0,1,1200000.0,2012.0,1.0,9726.0,132.0,16,364,4.0,13.997832948091215,9.18266080286944,1200000.0,9726.0,16.0,0,Truck_General Cartage,SINO HOWO_Truck,SINO HOWO_General Cartage
1,1201,Automobile,TOYOTA,Private,1630.14,,0,160000.0,1986.0,4.0,1295.0,0.0,03,364,31.0,11.982935344196433,7.16703787691222,40000.0,323.75,3.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1201,Station Wagones,TOYOTA,Private,11444.69,,0,940000.0,2009.0,7.0,4164.0,2.0,11,364,5.0,13.753636218075409,8.334471554600944,134285.7142857143,594.8571428571429,11.0,1,Station Wagones_Private,TOYOTA_Station Wagones,TOYOTA_Private
0,1202,Trailers and semitrailers,CALABRASE,Own Goods,3716.29,,0,311040.0,2000.0,0.0,0.0,240.0,01,365,15.0,12.64768001526962,0.0,,,1.0,0,Trailers and semitrailers_Own Goods,CALABRASE_Trailers and semitrailers,CALABRASE_Own Goods
2,1201,Automobile,TOYOTA,Private,1465.29,,0,68000.0,1988.0,4.0,1295.0,0.0,00,364,28.0,11.127277689932466,7.16703787691222,17000.0,323.75,0.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Bus,NISSAN,Own service,6961.57,20700.0,1,400000.0,2007.0,10.0,2953.0,10.0,11,364,9.0,12.899222326086994,7.9909154630913255,40000.0,295.3,11.0,0,Bus_Own service,NISSAN_Bus,NISSAN_Own service
0,1202,Pick-up,NISSAN,Own Goods,4594.31,,0,270000.0,2001.0,4.0,3153.0,4.0,10,364,16.0,12.506180941677357,8.056426767522984,67500.0,788.25,10.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
2,1202,Truck,SINO HOWO,General Cartage,11642.43,,0,1200000.0,2011.0,1.0,9726.0,132.8,16,181,5.0,13.997832948091215,9.18266080286944,1200000.0,9726.0,16.0,0,Truck_General Cartage,SINO HOWO_Truck,SINO HOWO_General Cartage
0,1201,Motor-cycle,YAMAHA,Private,770.936,,0,30000.0,2004.0,1.0,175.0,0.0,10,364,12.0,10.308985993422082,5.170483995038151,30000.0,175.0,10.0,1,Motor-cycle_Private,YAMAHA_Motor-cycle,YAMAHA_Private
0,1202,Trailers and semitrailers,ME,General Cartage,6158.7,42760.0,1,400000.0,2006.0,0.0,0.0,400.0,94,364,10.0,12.899222326086994,0.0,,,94.0,0,Trailers and semitrailers_General Cartage,ME_Trailers and semitrailers,ME_General Cartage
2,1201,Automobile,VITZ,Private,3368.25,,0,250000.0,2000.0,4.0,997.0,0.0,13,365,16.0,12.429220196836383,6.905753276311464,62500.0,249.25,13.0,1,Automobile_Private,VITZ_Automobile,VITZ_Private
0,1202,Bus,IVECO,Own service,21745.31,,0,800000.0,1998.0,29.0,4169.0,29.0,11,364,16.0,13.592368256649284,8.335671314792847,27586.206896551725,143.75862068965517,11.0,0,Bus_Own service,IVECO_Bus,IVECO_Own service
1,1202,Pick-up,TOYOTA,Own Goods,4528.98,,0,800000.0,2010.0,4.0,2494.0,6.0,87,364,8.0,13.592368256649284,7.822044008185619,200000.0,623.5,87.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Truck,SINO HOWO,General Cartage,22131.24,,0,1100000.0,2010.0,1.0,9726.0,103.8,54,364,6.0,13.910821646859095,9.18266080286944,1100000.0,9726.0,54.0,0,Truck_General Cartage,SINO HOWO_Truck,SINO HOWO_General Cartage
1,1202,Pick-up,TOYOTA,Own Goods,7414.43,,0,700000.0,2005.0,2.0,2494.0,10.0,18,364,13.0,13.45883704259595,7.822044008185619,350000.0,1247.0,18.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1201,Automobile,SKODA,Private,2966.98,12459.7,1,260869.57,2010.0,4.0,998.0,0.0,11,365,5.0,12.471779662922428,6.906754778648554,65217.3925,249.5,11.0,1,Automobile_Private,SKODA_Automobile,SKODA_Private
0,1202,Bus,TOYOTA,Own service,9668.95,6825.58,1,750000.0,2006.0,11.0,2996.0,7.0,11,364,8.0,13.527829818844937,8.005367067316664,68181.81818181818,272.3636363636364,11.0,0,Bus_Own service,TOYOTA_Bus,TOYOTA_Own service
0,1202,Pick-up,MITSUBISHI,Own Goods,2232.42,,0,202000.0,2001.0,4.0,1997.0,7.0,80,364,13.0,12.216027926866138,7.599901959208498,50500.0,499.25,80.0,0,Pick-up_Own Goods,MITSUBISHI_Pick-up,MITSUBISHI_Own Goods
0,1202,Pick-up,NISSAN,Own Goods,7629.35,,0,932004.02,2010.0,4.0,3153.0,7.0,11,364,5.0,13.745093479919317,8.056426767522984,233001.005,788.25,11.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
0,1202,Truck,NISSAN,Own Goods,15345.05,,0,1000000.0,1996.0,1.0,12503.0,135.8,12,364,21.0,13.815511557963774,9.433803872101313,1000000.0,12503.0,12.0,0,Truck_Own Goods,NISSAN_Truck,NISSAN_Own Goods
