Age,AnnualIncome,FamilyMembers,ChronicDiseases,Employment Type,GraduateOrNot,FrequentFlyer,EverTravelledAbroad,purchase_probability,recommended_contact
29,900000,7,0,Private Sector/Self Employed,Yes,No,No,0.5425959893892847,True
30,550000,4,0,Private Sector/Self Employed,No,No,No,0.3575916992160899,False
28,800000,3,1,Private Sector/Self Employed,Yes,No,No,0.31740321423612244,False
32,850000,3,0,Government Sector,Yes,Yes,No,0.22431428392504393,False
26,500000,2,1,Private Sector/Self Employed,Yes,No,No,0.4430117222107273,False
31,500000,2,0,Private Sector/Self Employed,Yes,No,No,0.17201736076261068,False
30,500000,8,0,Private Sector/Self Employed,No,No,No,0.22833456217721082,False
25,1350000,6,0,Private Sector/Self Employed,No,No,Yes,0.9626404401950761,True
28,1100000,4,1,Private Sector/Self Employed,Yes,No,No,0.361639398765496,False
33,400000,5,1,Government Sector,Yes,No,No,0.261306912512002,False
31,1350000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9767393283843127,True
25,500000,5,1,Private Sector/Self Employed,Yes,No,No,0.5820546938158915,True
29,900000,7,0,Private Sector/Self Employed,Yes,No,No,0.5425959893892847,True
33,1100000,2,1,Government Sector,Yes,No,Yes,0.3597163142463302,False
25,600000,4,0,Private Sector/Self Employed,No,Yes,Yes,0.28966731749779806,False
29,1200000,7,1,Private Sector/Self Employed,Yes,No,No,0.3277164525316665,False
34,1050000,4,0,Private Sector/Self Employed,Yes,No,No,0.38502779239348833,False
31,400000,5,0,Government Sector,Yes,No,No,0.01738134048901429,False
25,1700000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.9594393192978987,True
31,1300000,4,0,Government Sector,Yes,No,No,0.2167767413155984,False
28,700000,6,1,Private Sector/Self Employed,Yes,No,No,0.1822202086738969,False
27,900000,6,0,Government Sector,Yes,Yes,Yes,0.4066613832320398,False
32,350000,4,0,Government Sector,Yes,No,No,0.1189008990146237,False
35,950000,5,1,Private Sector/Self Employed,No,No,No,0.33822084667881713,False
31,400000,3,0,Government Sector,Yes,No,No,0.06157725160475183,False
32,650000,4,0,Government Sector,Yes,No,No,0.21561805490441557,False
28,1200000,6,0,Private Sector/Self Employed,Yes,No,No,0.24197518978042712,False
29,1200000,5,0,Private Sector/Self Employed,Yes,No,No,0.2959848650803967,False
28,300000,7,1,Government Sector,No,No,No,0.08568259023488185,False
29,1200000,5,1,Private Sector/Self Employed,Yes,No,No,0.3290192955027309,False
34,700000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.4965850963064564,False
27,500000,4,1,Government Sector,Yes,No,No,0.38044688951785544,False
28,800000,4,1,Private Sector/Self Employed,Yes,No,No,0.30635337653121675,False
33,800000,5,1,Government Sector,Yes,No,No,0.3275800907928869,False
27,750000,8,0,Government Sector,Yes,No,No,0.18565974952006825,False
31,400000,6,0,Government Sector,Yes,No,No,0.062259118401182326,False
28,500000,7,0,Private Sector/Self Employed,Yes,No,No,0.3053585861649503,False
34,1500000,5,1,Private Sector/Self Employed,Yes,Yes,Yes,0.946972558815914,True
32,650000,5,0,Government Sector,Yes,Yes,No,0.24298761590842038,False
31,1350000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9767393283843127,True
27,1050000,4,0,Government Sector,Yes,No,No,0.33891682577837673,False
31,300000,3,0,Government Sector,No,No,No,0.024553216844635767,False
34,1000000,3,0,Private Sector/Self Employed,Yes,No,No,0.24140461782158865,False
28,700000,7,0,Private Sector/Self Employed,Yes,No,No,0.20380551613108214,False
26,1450000,5,0,Government Sector,Yes,Yes,Yes,0.9120825513757193,True
29,1200000,8,1,Private Sector/Self Employed,Yes,No,No,0.3347519013080983,False
25,1150000,8,0,Private Sector/Self Employed,No,No,No,0.3720676704789927,False
29,1050000,4,0,Private Sector/Self Employed,Yes,No,No,0.39317229052185004,False
28,1250000,7,0,Private Sector/Self Employed,Yes,No,No,0.21535658959115767,False
28,300000,3,0,Government Sector,Yes,No,No,0.06460616360271719,False
31,1200000,7,1,Government Sector,Yes,No,No,0.2709259555047759,False
28,1250000,9,1,Private Sector/Self Employed,Yes,No,No,0.232356641421252,False
26,500000,3,0,Private Sector/Self Employed,Yes,No,No,0.08085515591972793,False
29,1100000,5,1,Private Sector/Self Employed,Yes,No,No,0.26849984614334893,False
34,1500000,9,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9601505623349066,True
31,1500000,7,0,Government Sector,Yes,Yes,Yes,0.9497035949297498,True
26,1500000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9712122164788113,True
34,700000,5,1,Private Sector/Self Employed,Yes,No,No,0.2820486323474526,False
34,1100000,9,0,Government Sector,Yes,No,No,0.8813191699621453,True
30,1450000,7,1,Private Sector/Self Employed,No,Yes,Yes,0.9564675960623341,True
28,600000,8,0,Government Sector,Yes,Yes,No,0.3814367015615532,False
28,1150000,6,1,Private Sector/Self Employed,Yes,No,No,0.1291172864608359,False
35,800000,6,0,Private Sector/Self Employed,No,No,No,0.8508241964834363,True
27,450000,3,0,Private Sector/Self Employed,No,No,No,0.2726955060378155,False
34,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.11589617161319243,False
29,1200000,5,1,Private Sector/Self Employed,Yes,No,No,0.3290192955027309,False
34,1050000,5,1,Private Sector/Self Employed,Yes,No,No,0.1907145071301135,False
34,1000000,5,0,Private Sector/Self Employed,Yes,No,No,0.20737869770582662,False
26,1450000,7,0,Government Sector,Yes,Yes,Yes,0.9168102755963193,True
34,1300000,4,0,Private Sector/Self Employed,Yes,No,No,0.34886691458476304,False
26,1400000,5,0,Private Sector/Self Employed,Yes,No,Yes,0.9881463897138205,True
35,950000,3,0,Private Sector/Self Employed,No,Yes,No,0.5284690251028616,True
25,1400000,4,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9628768622730927,True
29,1100000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.32362199383135504,False
34,500000,3,0,Private Sector/Self Employed,Yes,No,No,0.14171072905419976,False
35,800000,4,0,Private Sector/Self Employed,No,No,No,0.43840545306239626,False
33,400000,5,0,Government Sector,Yes,No,No,0.12146851967590405,False
33,1000000,3,0,Government Sector,Yes,No,Yes,0.4070744407512202,False
34,700000,2,0,Private Sector/Self Employed,Yes,No,No,0.3097789352914298,False
28,600000,9,0,Government Sector,Yes,Yes,No,0.42111633387886527,False
28,800000,5,1,Private Sector/Self Employed,Yes,No,No,0.28350025948807334,False
33,1100000,2,0,Government Sector,Yes,Yes,No,0.3400968910425856,False
28,300000,6,1,Government Sector,Yes,No,No,0.11422811503657689,False
31,300000,4,0,Government Sector,No,No,No,0.016090806380296165,False
34,1000000,6,1,Private Sector/Self Employed,Yes,No,No,0.906586050016127,True
34,700000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.49701551878801303,False
25,1800000,6,1,Private Sector/Self Employed,Yes,Yes,No,0.8270853223122216,True
29,1100000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.1258679906889858,False
28,300000,5,0,Government Sector,Yes,No,No,0.06098745234544436,False
29,1200000,4,0,Private Sector/Self Employed,Yes,No,No,0.29045375178318844,False
30,650000,6,0,Private Sector/Self Employed,No,Yes,No,0.34302197084515645,False
33,700000,4,0,Government Sector,Yes,No,No,0.2730670765346537,False
26,1500000,2,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9820647999502685,True
28,550000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.2789936731284851,False
31,400000,3,0,Government Sector,Yes,No,No,0.06157725160475183,False
34,1300000,4,0,Government Sector,Yes,No,No,0.36994992985646546,False
35,1100000,3,1,Government Sector,Yes,No,No,0.3883794897492337,False
31,1250000,7,0,Private Sector/Self Employed,Yes,No,No,0.47247380729139266,False
28,1100000,7,1,Private Sector/Self Employed,Yes,No,No,0.27432766130074615,False
27,600000,6,0,Private Sector/Self Employed,No,No,No,0.3083328433127264,False
35,800000,5,0,Private Sector/Self Employed,No,No,No,0.3543198595741752,False
28,900000,6,1,Private Sector/Self Employed,Yes,Yes,No,0.22207072860083205,False
26,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.18519516726643848,False
28,750000,4,0,Private Sector/Self Employed,Yes,Yes,Yes,0.30387025172685456,False
33,750000,4,1,Private Sector/Self Employed,Yes,No,No,0.24550139306609162,False
27,750000,6,0,Government Sector,Yes,No,No,0.20149124029049936,False
27,500000,4,0,Government Sector,Yes,No,No,0.3847571100538936,False
31,300000,4,0,Government Sector,No,No,No,0.016090806380296165,False
28,500000,5,0,Private Sector/Self Employed,Yes,No,No,0.2660218307331377,False
29,1200000,4,0,Private Sector/Self Employed,Yes,No,No,0.29045375178318844,False
26,1500000,3,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9820647999502685,True
28,700000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.13171964711676915,False
25,1400000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9186757278866888,True
28,600000,3,0,Private Sector/Self Employed,Yes,No,No,0.4254502998569351,False
34,700000,7,0,Private Sector/Self Employed,Yes,No,No,0.8461230132027499,True
28,300000,4,0,Government Sector,Yes,No,No,0.17820132877215245,False
28,1150000,6,0,Private Sector/Self Employed,Yes,No,No,0.23837942382175714,False
34,1000000,5,1,Private Sector/Self Employed,Yes,No,No,0.263022247105876,False
28,600000,4,0,Government Sector,Yes,Yes,No,0.33008710592545903,False
28,1300000,6,0,Private Sector/Self Employed,Yes,No,No,0.5079288513079371,True
28,800000,5,1,Private Sector/Self Employed,Yes,No,No,0.28350025948807334,False
34,700000,2,0,Private Sector/Self Employed,Yes,No,No,0.3097789352914298,False
31,1250000,3,0,Private Sector/Self Employed,Yes,No,No,0.3061960614797696,False
29,1050000,3,1,Private Sector/Self Employed,Yes,No,No,0.30856360134899313,False
28,600000,3,0,Private Sector/Self Employed,Yes,No,No,0.4254502998569351,False
34,1400000,4,0,Private Sector/Self Employed,No,No,Yes,0.835622844733478,True
29,900000,3,0,Private Sector/Self Employed,Yes,No,No,0.4041843717191514,False
31,1400000,6,0,Private Sector/Self Employed,Yes,No,Yes,0.9481996449094123,True
28,1150000,2,0,Private Sector/Self Employed,Yes,No,No,0.3921925100966016,False
34,1300000,3,0,Private Sector/Self Employed,Yes,No,No,0.20991372779834844,False
34,1050000,4,0,Private Sector/Self Employed,Yes,No,No,0.38502779239348833,False
28,600000,3,0,Government Sector,Yes,No,No,0.3855358624464513,False
25,1400000,7,0,Private Sector/Self Employed,Yes,No,Yes,0.9872896061912837,True
34,1300000,5,0,Government Sector,Yes,No,No,0.2620614384911893,False
31,400000,4,0,Government Sector,Yes,No,No,0.051501950632198874,False
28,900000,4,1,Private Sector/Self Employed,Yes,No,No,0.38193222723817255,False
32,850000,7,0,Government Sector,Yes,No,Yes,0.5703244121403666,True
30,800000,4,1,Private Sector/Self Employed,No,Yes,No,0.3623626414785936,False
33,400000,4,1,Government Sector,Yes,No,No,0.22614579356167347,False
34,1300000,5,0,Private Sector/Self Employed,No,No,No,0.3182321692309459,False
34,700000,2,1,Private Sector/Self Employed,Yes,Yes,No,0.24485638220631947,False
28,800000,4,0,Private Sector/Self Employed,Yes,No,No,0.2782590310267018,False
27,500000,6,0,Government Sector,Yes,No,No,0.09915502553352809,False
26,500000,6,0,Private Sector/Self Employed,Yes,No,No,0.2102375194798497,False
28,600000,3,0,Private Sector/Self Employed,Yes,No,No,0.4254502998569351,False
28,300000,5,0,Government Sector,Yes,No,No,0.06098745234544436,False
29,1100000,4,1,Private Sector/Self Employed,Yes,No,No,0.2890507796386742,False
35,800000,4,0,Private Sector/Self Employed,No,No,No,0.43840545306239626,False
33,400000,4,0,Government Sector,Yes,No,No,0.08500963876033443,False
31,900000,3,1,Private Sector/Self Employed,Yes,No,No,0.16277836009979985,False
29,1200000,6,1,Private Sector/Self Employed,Yes,No,No,0.22758194880721339,False
26,500000,5,0,Private Sector/Self Employed,Yes,No,No,0.2013007911159689,False
34,1300000,3,0,Private Sector/Self Employed,No,No,No,0.33293313696002286,False
31,1250000,3,0,Private Sector/Self Employed,Yes,No,No,0.3061960614797696,False
25,1150000,5,1,Private Sector/Self Employed,No,No,No,0.3163089431483058,False
33,1100000,3,0,Government Sector,Yes,No,No,0.39328023340614593,False
34,950000,3,0,Private Sector/Self Employed,No,No,No,0.37856145427528637,False
31,1350000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.9776357027356487,True
31,900000,3,0,Private Sector/Self Employed,Yes,No,No,0.24760861017290897,False
28,300000,2,0,Government Sector,Yes,No,No,0.09896336819444772,False
25,1700000,5,1,Private Sector/Self Employed,Yes,Yes,No,0.8943195565559903,True
33,400000,4,0,Government Sector,Yes,No,No,0.08500963876033443,False
28,1200000,7,1,Government Sector,Yes,No,No,0.22692186022760044,False
26,1400000,4,1,Private Sector/Self Employed,Yes,No,Yes,0.9287278225223298,True
28,650000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.16772745522772986,False
31,1400000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9745437257002674,True
28,1150000,6,1,Private Sector/Self Employed,Yes,No,No,0.1291172864608359,False
28,800000,3,1,Private Sector/Self Employed,Yes,No,No,0.31740321423612244,False
33,700000,3,0,Government Sector,Yes,No,No,0.33551101691603763,False
29,1200000,3,0,Private Sector/Self Employed,Yes,No,No,0.5321751980592669,True
26,450000,6,0,Private Sector/Self Employed,Yes,No,No,0.2430034591489508,False
31,1200000,9,0,Government Sector,Yes,No,No,0.25269775287816193,False
34,1500000,5,1,Private Sector/Self Employed,Yes,Yes,Yes,0.946972558815914,True
30,800000,5,0,Private Sector/Self Employed,No,No,No,0.4074338924433489,False
25,1700000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.9748714599347597,True
34,1300000,5,0,Private Sector/Self Employed,No,No,No,0.3182321692309459,False
25,750000,2,0,Government Sector,Yes,No,Yes,0.557812031535522,True
31,1200000,2,1,Government Sector,Yes,No,No,0.2624403621484457,False
25,1700000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.9594393192978987,True
27,800000,6,0,Private Sector/Self Employed,No,No,No,0.4314068555309704,False
31,400000,7,0,Government Sector,Yes,No,No,0.07893916194492118,False
28,1150000,7,0,Private Sector/Self Employed,Yes,No,No,0.17859638116028267,False
34,700000,6,0,Private Sector/Self Employed,Yes,Yes,No,0.7583884281765421,True
28,1100000,5,0,Private Sector/Self Employed,Yes,No,No,0.1065883187854741,False
28,300000,2,0,Government Sector,Yes,No,No,0.09896336819444772,False
29,1350000,3,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9385348416691648,True
33,550000,5,1,Private Sector/Self Employed,Yes,No,No,0.5118023560643581,True
33,1400000,7,0,Private Sector/Self Employed,Yes,No,Yes,0.9029453981846953,True
31,350000,3,1,Government Sector,No,No,No,0.03604777822361107,False
34,1500000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9723013013837789,True
29,1050000,7,0,Private Sector/Self Employed,Yes,No,No,0.3757160601839872,False
31,400000,4,1,Government Sector,No,No,No,0.03584446469555507,False
33,400000,9,0,Government Sector,Yes,No,No,0.7736428719493027,True
31,1500000,6,0,Government Sector,Yes,Yes,Yes,0.9173613188968445,True
34,1500000,4,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9833289095352313,True
31,350000,4,1,Government Sector,No,No,No,0.03316126828006314,False
27,1050000,5,1,Government Sector,Yes,No,No,0.42132395584548393,False
34,1300000,4,0,Government Sector,Yes,No,No,0.36994992985646546,False
28,1200000,3,0,Government Sector,Yes,No,No,0.44756819478876053,False
28,600000,3,0,Government Sector,Yes,No,No,0.3855358624464513,False
31,900000,7,0,Private Sector/Self Employed,Yes,No,Yes,0.3999807620706908,False
34,700000,6,0,Private Sector/Self Employed,Yes,No,No,0.8951695789411797,True
34,1500000,6,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9583114619634362,True
28,700000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.13171964711676915,False
33,1100000,8,0,Government Sector,Yes,No,No,0.8935736210577813,True
28,700000,3,1,Private Sector/Self Employed,Yes,No,Yes,0.3516032109922575,False
33,700000,6,1,Government Sector,Yes,No,No,0.8121928960150308,True
25,1150000,3,1,Private Sector/Self Employed,No,No,Yes,0.3345598390613226,False
26,1400000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.9445076015189477,True
26,1250000,4,0,Private Sector/Self Employed,Yes,No,No,0.31988867809753957,False
26,500000,7,0,Private Sector/Self Employed,Yes,No,No,0.23659647868341765,False
28,1200000,5,0,Private Sector/Self Employed,Yes,No,No,0.278281153732474,False
28,600000,4,0,Government Sector,Yes,No,No,0.15581385401483552,False
28,800000,7,0,Private Sector/Self Employed,Yes,No,No,0.3602571214177932,False
28,500000,5,1,Private Sector/Self Employed,Yes,No,No,0.595984462497319,True
34,1050000,5,0,Private Sector/Self Employed,Yes,No,No,0.15066854782893427,False
25,1700000,3,0,Private Sector/Self Employed,Yes,Yes,No,0.9688361748322473,True
34,700000,8,0,Private Sector/Self Employed,Yes,No,No,0.8579231487875084,True
28,1200000,3,0,Government Sector,Yes,No,No,0.44756819478876053,False
28,500000,5,1,Private Sector/Self Employed,Yes,No,No,0.595984462497319,True
28,550000,5,0,Private Sector/Self Employed,No,No,No,0.21440161122748091,False
34,1300000,7,1,Government Sector,Yes,No,No,0.8723180254189535,True
33,400000,6,0,Government Sector,Yes,No,No,0.7214747435534891,True
30,550000,4,0,Private Sector/Self Employed,No,No,No,0.3575916992160899,False
33,800000,6,1,Government Sector,Yes,No,No,0.8289106357033017,True
27,500000,4,0,Government Sector,Yes,No,No,0.3847571100538936,False
28,600000,7,1,Government Sector,Yes,No,No,0.15370622748922738,False
31,400000,6,0,Government Sector,Yes,No,No,0.062259118401182326,False
34,1000000,5,0,Private Sector/Self Employed,Yes,No,No,0.20737869770582662,False
33,1400000,8,1,Private Sector/Self Employed,Yes,No,Yes,0.8966991974172555,True
31,1350000,3,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9862826902363551,True
33,1000000,5,0,Government Sector,Yes,No,Yes,0.4657073018386231,False
31,1200000,3,0,Government Sector,Yes,No,No,0.30306088787171664,False
31,350000,3,0,Government Sector,No,No,No,0.03402006895404699,False
25,500000,4,1,Private Sector/Self Employed,Yes,No,No,0.5229574789788459,True
33,650000,3,0,Government Sector,Yes,No,No,0.5084603104134628,True
29,1200000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.3048768504230847,False
34,1000000,3,0,Private Sector/Self Employed,Yes,No,No,0.24140461782158865,False
29,600000,6,0,Private Sector/Self Employed,Yes,No,No,0.3408685696470222,False
31,1200000,5,1,Government Sector,Yes,No,No,0.4001505992826921,False
34,1500000,2,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9815432934502502,True
30,550000,3,0,Private Sector/Self Employed,No,No,No,0.4106620345699322,False
29,1200000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.2851044893444821,False
25,1400000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9559184773251391,True
29,600000,4,0,Government Sector,Yes,No,No,0.19013886376336941,False
31,1400000,3,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9859443326573388,True
28,900000,2,0,Private Sector/Self Employed,Yes,Yes,No,0.18528412600973201,False
33,400000,5,0,Government Sector,Yes,No,No,0.12146851967590405,False
26,500000,4,0,Government Sector,Yes,No,No,0.28558295046882715,False
28,550000,3,0,Private Sector/Self Employed,Yes,No,No,0.35833338970263917,False
34,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.11589617161319243,False
28,750000,3,0,Private Sector/Self Employed,Yes,No,No,0.3579383058801619,False
28,800000,2,0,Private Sector/Self Employed,Yes,No,No,0.49826357158642304,False
31,1400000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9375632192936976,True
34,1500000,5,1,Private Sector/Self Employed,Yes,Yes,Yes,0.946972558815914,True
33,650000,9,1,Government Sector,Yes,No,No,0.825904005398869,True
28,300000,6,1,Government Sector,Yes,No,No,0.11422811503657689,False
28,600000,4,0,Private Sector/Self Employed,Yes,No,No,0.23569893991239751,False
35,900000,7,1,Government Sector,Yes,Yes,No,0.8699460458146427,True
29,1050000,3,0,Private Sector/Self Employed,Yes,No,No,0.44191676891296,False
28,300000,4,0,Government Sector,Yes,No,No,0.17820132877215245,False
27,500000,2,1,Government Sector,Yes,No,No,0.35321595858954546,False
28,700000,6,1,Private Sector/Self Employed,Yes,No,No,0.1822202086738969,False
31,1200000,6,0,Government Sector,Yes,No,No,0.22205098549187918,False
28,550000,3,0,Private Sector/Self Employed,No,No,No,0.41813172884322247,False
28,550000,3,0,Private Sector/Self Employed,No,No,No,0.41813172884322247,False
28,1200000,5,0,Private Sector/Self Employed,Yes,No,No,0.278281153732474,False
34,1050000,5,0,Private Sector/Self Employed,Yes,No,No,0.15066854782893427,False
29,900000,5,0,Private Sector/Self Employed,Yes,No,No,0.16198335945129533,False
28,700000,5,1,Private Sector/Self Employed,Yes,No,No,0.18809358512447436,False
28,900000,3,0,Private Sector/Self Employed,Yes,No,No,0.32704306788668597,False
31,1250000,7,1,Private Sector/Self Employed,Yes,No,No,0.259152587955285,False
33,1400000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9238937719315105,True
28,1150000,6,0,Private Sector/Self Employed,Yes,No,No,0.23837942382175714,False
28,800000,3,0,Private Sector/Self Employed,Yes,No,No,0.33606326378209267,False
34,1300000,5,0,Private Sector/Self Employed,Yes,No,No,0.1889799192857791,False
29,900000,7,0,Private Sector/Self Employed,Yes,No,No,0.5425959893892847,True
31,1400000,6,0,Private Sector/Self Employed,Yes,No,Yes,0.9481996449094123,True
25,1150000,3,0,Private Sector/Self Employed,No,No,No,0.24991438262951549,False
31,1400000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.9764416124501614,True
25,1700000,4,0,Private Sector/Self Employed,No,Yes,No,0.9255889487976977,True
31,1350000,3,1,Private Sector/Self Employed,Yes,No,Yes,0.917863643751711,True
26,600000,6,0,Private Sector/Self Employed,Yes,Yes,No,0.14600761395395026,False
31,1350000,3,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9862826902363551,True
31,300000,7,0,Government Sector,No,No,No,0.07393430397876223,False
34,1050000,6,0,Private Sector/Self Employed,Yes,No,No,0.9130954323351312,True
34,1750000,5,0,Private Sector/Self Employed,Yes,No,No,0.4954386648596137,False
33,400000,9,1,Government Sector,Yes,No,No,0.7091662466769064,True
30,800000,4,0,Private Sector/Self Employed,No,No,No,0.42697587499168804,False
34,700000,5,0,Private Sector/Self Employed,Yes,No,No,0.4859154505955812,False
28,800000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.167768831464685,False
28,900000,2,0,Private Sector/Self Employed,Yes,Yes,No,0.18528412600973201,False
33,1400000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9238937719315105,True
33,1100000,4,0,Government Sector,Yes,No,No,0.31352572411969193,False
31,1250000,5,0,Private Sector/Self Employed,Yes,No,No,0.5625987149584968,True
29,1200000,4,0,Private Sector/Self Employed,Yes,No,No,0.29045375178318844,False
28,1250000,5,0,Private Sector/Self Employed,Yes,No,No,0.3285310484559312,False
25,750000,3,0,Government Sector,Yes,No,Yes,0.5421007371647151,True
25,750000,5,1,Government Sector,Yes,Yes,No,0.34300639256162946,False
28,900000,3,0,Private Sector/Self Employed,Yes,No,No,0.32704306788668597,False
28,1250000,4,0,Private Sector/Self Employed,Yes,No,No,0.24512154911800618,False
28,1450000,4,0,Private Sector/Self Employed,Yes,Yes,Yes,0.956645254803504,True
34,1500000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9723013013837789,True
28,700000,4,1,Private Sector/Self Employed,Yes,No,No,0.3381942190586182,False
34,1000000,3,0,Private Sector/Self Employed,Yes,No,No,0.24140461782158865,False
25,1400000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.9171727772637265,True
26,1500000,5,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9528779646915966,True
25,1700000,3,0,Private Sector/Self Employed,Yes,Yes,No,0.9688361748322473,True
28,700000,2,1,Private Sector/Self Employed,Yes,No,No,0.45864607053475714,False
29,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.2803873482206894,False
28,1300000,3,0,Private Sector/Self Employed,Yes,No,No,0.26175797348778507,False
33,800000,4,0,Government Sector,Yes,No,No,0.2108033583466523,False
26,1400000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.9445076015189477,True
33,700000,3,1,Government Sector,Yes,No,No,0.3090210083514575,False
28,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.2634560627539825,False
31,400000,5,0,Government Sector,Yes,No,No,0.01738134048901429,False
33,1200000,2,0,Private Sector/Self Employed,Yes,No,No,0.2232746844063625,False
26,1400000,9,1,Private Sector/Self Employed,Yes,No,Yes,0.9590643503041734,True
30,650000,6,0,Private Sector/Self Employed,No,Yes,No,0.34302197084515645,False
30,550000,3,0,Private Sector/Self Employed,No,Yes,Yes,0.3845196501225284,False
30,550000,7,0,Private Sector/Self Employed,No,No,No,0.14285707027613115,False
26,1500000,4,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9652630805019679,True
32,850000,9,0,Government Sector,Yes,Yes,No,0.3437553312973111,False
34,1300000,2,0,Private Sector/Self Employed,Yes,No,No,0.1895892879968759,False
26,1400000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9760001316514222,True
28,700000,2,1,Private Sector/Self Employed,Yes,No,No,0.45864607053475714,False
28,600000,7,0,Government Sector,Yes,No,No,0.17894071015340668,False
29,350000,6,1,Private Sector/Self Employed,Yes,No,No,0.2157530676011027,False
34,750000,3,0,Private Sector/Self Employed,No,Yes,No,0.4890954891062283,False
31,1750000,2,0,Government Sector,No,No,No,0.4947846818562844,False
27,850000,5,0,Government Sector,Yes,No,No,0.21295466326952983,False
29,1350000,6,0,Private Sector/Self Employed,Yes,No,Yes,0.9450629976616947,True
34,750000,4,0,Private Sector/Self Employed,No,Yes,No,0.5416803841536142,True
28,800000,6,0,Private Sector/Self Employed,Yes,No,No,0.2699783094452888,False
28,1200000,4,0,Government Sector,Yes,No,No,0.27874709597267716,False
33,550000,5,1,Private Sector/Self Employed,Yes,No,No,0.5118023560643581,True
28,650000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.16959601512042868,False
28,300000,6,1,Government Sector,Yes,No,No,0.11422811503657689,False
28,1450000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9729572300635191,True
27,750000,3,1,Government Sector,Yes,No,No,0.194017407343188,False
26,1450000,3,0,Government Sector,Yes,Yes,Yes,0.9538885095039896,True
34,1300000,2,1,Government Sector,Yes,No,No,0.276197522969126,False
35,800000,3,0,Private Sector/Self Employed,No,Yes,No,0.5600621633509049,True
28,500000,5,1,Private Sector/Self Employed,Yes,No,No,0.595984462497319,True
25,1400000,4,1,Private Sector/Self Employed,Yes,No,Yes,0.9447111983345345,True
28,1400000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9753883796696405,True
25,1400000,2,1,Private Sector/Self Employed,Yes,No,Yes,0.9028739414624504,True
34,1000000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.40170003990143244,False
27,500000,4,0,Government Sector,Yes,No,No,0.3847571100538936,False
28,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.26798366124735584,False
30,650000,6,1,Private Sector/Self Employed,No,No,No,0.4587542993075067,False
27,350000,5,1,Private Sector/Self Employed,No,No,No,0.13823974002412195,False
25,1150000,6,0,Private Sector/Self Employed,No,No,No,0.579980527531065,True
32,900000,5,0,Government Sector,Yes,No,No,0.1627268658189616,False
31,1400000,4,1,Private Sector/Self Employed,Yes,No,Yes,0.8874545919964341,True
27,1050000,2,0,Government Sector,Yes,No,No,0.4036710552786102,False
