state,county,year,practiceArea,injuryType,resultType,amount,is_verdict,log_amount,source,description
Virginia,,2025,Truck Accident,Wrongful Death,settlement,7029256.0,0,15.76559156830085,CourtListener,"Plaintiffs Below, Respondents MEMORANDUM DECISION Petitioner F&R Cargo Express, LLC (“F&R Cargo”) appeals the circuit court’s denial of its renewed motion for judgment as a matter of law or new trial following a jury trial that resulted in a judgment against it for $7,029."
Virginia,,2025,Truck Accident,Wrongful Death,verdict,7000000.0,1,15.76142084987672,CourtListener,"The jury subsequently returned a verdict in favor Al-Saray and awarded her $7,000."
Colorado,,2025,Slip and Fall,Other,verdict,6900000.0,1,15.747032114495013,News,"Slip-&-Fall Verdict: Jared Mazzei & Jessica McBryant share their winning strategy with Colorado Trial Lawyer Connection podcast July 30, 2025."
Florida,Okeechobee,2025,Premises Liability,Spinal Cord Injury,verdict,6486717.0,1,15.685267259691775,News,"Walmart employee negligently struck a shopper with a pallet jack, causing spinal injuries requiring fusion surgery."
Virginia,,2025,Motorcycle Accident,Broken Bones,verdict,6000000.0,1,15.607270193858982,News,"Motorcyclist hit by a vehicle that failed to yield, resulting in a below-knee amputation."
Missouri,,2025,Premises Liability,Wrongful Death,verdict,5788000.0,1,15.571297539504748,CourtListener,Premises Liability jury verdict of $5.8 million in Missouri.
Virginia,,2025,Medical Malpractice,Wrongful Death,verdict,5021000.0,1,15.429139874180336,News,Patient died from a pulmonary embolism after prolonged dental surgery.
California,,2025,Car Accident,Traumatic Brain Injury,settlement,4500000.0,0,15.319588176962746,News,Car Accident settlement of $4.5 million in California.
Utah,,2025,Car Accident,Broken Bones,settlement,4300000.0,0,15.274125813221904,News,Freeway rear-end collision causing long-term physical impairment and emotional trauma.
California,,2025,Other,Other,settlement,4200000.0,0,15.250595321348806,News,Student vs School District Dordick Law Corporation represented a client injured due to a school’s failure to provide appropriate accommodations for its special needs students. Contributing to the incident was the fact that sports equipment on campus had not been according to the manufacturer’s specifications. Although the defense initially o.
California,,2025,Premises Liability,Other,settlement,3800000.0,0,15.150511887854474,News,"Premises Work Accident, Disputed Liability While working at a manufacturing plant, our client suffered serious orthopedic injuries to his lower leg when a dangerously loaded trailer failed and burst open. Despite navigating multiple defendants, complex indemnity claims, and persistent defense motions, our team ultimately $3.8 million settl."
Indiana,,2025,Medical Malpractice,Traumatic Brain Injury,verdict,3700000.0,1,15.123843647884687,CourtListener,Medical Malpractice jury verdict of $3.7 million in Indiana.
Virginia,,2025,Car Accident,Spinal Cord Injury,verdict,3460000.0,1,15.056779436051206,News,T-bone collision caused C5-C6 fractures and vertebral artery dissection.
Washington,,2025,Premises Liability,Soft Tissue Injury,settlement,3250000.0,0,14.99416586199818,News,"Woman attacked by police K-9 dog, causing permanent injuries."
Washington,,2025,Premises Liability,Soft Tissue Injury,settlement,3250000.0,0,14.99416586199818,News,Woman attacked by police K-9 dog causing permanent injuries requiring extensive medical treatment.
Washington,,2025,Premises Liability,Other,verdict,3200000.0,1,14.978661680269907,News,Teacher engaged in grooming behavior and the school failed to act on reports. Settlement for sexual abuse survivor.
New York,,2025,Car Accident,Wrongful Death,settlement,3000000.0,0,14.914123179965662,News,$3.0 million settlement in a car accident case in New York . The plaintiff sustained wrongful death and was awarded damages.
California,,2025,Medical Malpractice,Other,settlement,3000000.0,0,14.914123179965662,News,Neurological Damage The Dordick Law Corporation team $3 million partial settlement in a medical malpractice case in Southern California involving a patient who suffered neurological damage that was not diagnosed or treated promptly. The delay in care resulted in permanent neurological injury. Contributing factors in.
Illinois,,2025,Medical Malpractice,Broken Bones,verdict,2860000.0,1,14.866332532446323,News,"Unnecessary foot surgeries were performed on an osteoporosis patient, resulting in permanent disability."
California,,2025,Car Accident,Back Injury,settlement,2800000.0,0,14.845130332288226,News,"Auto v Auto Bodily Injuries, Disputed Liability Dordick Law Corporation represented a client whose life was turned upside down when a negligent driver caused a devastating crash that left them with serious injuries. Despite the responsible party’s repeated denials of liability, the Dordick Law Corporation team refused to back down. Through fearless."
Utah,,2025,Medical Malpractice,Knee Injury,settlement,2700000.0,0,14.80876270134486,CourtListener,"LUTHY, Judge: ¶1 Jaime Lynette Terry and her then husband, Craig Lewis Terry, received a joint settlement of $2,700,000 for personal injury claims arising from a motorcycle accident."
California,,2025,Car Accident,Back Injury,settlement,2600000.0,0,14.77102238760702,News,"Auto v Auto, T-boned, Neck Pain and Back Pain Dordick Law Corporation $2.6 million settlement for clients injured in a high-impact vehicle collision. The case involved complex liability issues and ongoing disputes over the severity of the injuries and the necessity of long-term treatment. Through persistent advocacy and careful case developm."
California,,2025,Pedestrian Accident,Traumatic Brain Injury,settlement,2500000.0,0,14.731801689838349,News,Two pedestrians struck in a marked crosswalk in La Jolla after a driver making a left turn failed to yield. Brain injuries were supported by diffusion tensor imaging and one victim underwent spinal surgery.
Georgia,,2025,Medical Malpractice,Shoulder Injury,verdict,2500000.0,1,14.731801689838349,CourtListener,"After bifurcated deliberations, the jury reached verdicts in Garcia’s favor of $."
California,,2025,Car Accident,Other,settlement,2250000.0,0,14.626441218624949,News,Car Accident settlement of $2.3 million in California.
New Jersey,,2025,Car Accident,Back Injury,verdict,2000000.0,1,14.508658238524095,News,Car Accident jury verdict of $2.0 million in New Jersey.
California,,2025,Car Accident,Other,settlement,2000000.0,0,14.508658238524095,News,"Bodily Injuries, Disputed Damages Dordick Law Corporation took over a car accident case; before that, the defense disputed the damages and had offered $800,000 during mediation. Once we stepped in, our team went to work preparing the case for trial and served a 998 offer, which the defense ultimately accepted. Through strategic litigation and."
California,,2025,Premises Liability,Burns,verdict,2000000.0,1,14.508658238524095,News,Hotel guest attacked by bed bugs in room. Management ignored online reviews warning about infestation.
Utah,,2025,Medical Malpractice,Broken Bones,verdict,2000000.0,1,14.508658238524095,CourtListener,"Herzog prevailed on both claims at trial, and the jury awarded her over $2 million in damages."
California,,2025,Car Accident,Traumatic Brain Injury,settlement,1970000.0,0,14.493544608328255,News,"Mild Traumatic Brain Injury caused by Car Crash Case Summary: Our client was rear-ended at high speed while stopped in a funeral procession, causing their vehicle to flip over. They sustained head and orthopedic injuries requiring surgery and were diagnosed with traumatic brain injury and post-concussive syndrome, resulting in ongoing symptoms aff."
California,,2025,Pedestrian Accident,Traumatic Brain Injury,settlement,1950000.0,0,14.48334044336031,News,Pedestrian Accident settlement of $1.9 million in California.
South Carolina,,2025,Medical Malpractice,Back Injury,settlement,1760000.0,0,14.38082493519599,CourtListener,Medical Malpractice settlement of $1.8 million in South Carolina.
California,,2025,Truck Accident,Back Injury,settlement,1530000.0,0,14.240778946963175,News,Truck Accident settlement of $1.5 million in California.
California,,2025,Truck Accident,Shoulder Injury,settlement,1500000.0,0,14.220976332738882,News,"Motorcycle Towing Accident, Disputed Liability Plaintiff received a police officer whose motorcycle suffered a flat tire. The tow truck company dispatched to assist him negligently dropped the motorcycle on top of him, causing serious shoulder and wrist injuries that ultimately prevented him from returning to work. Because liability was disputed, we had."
California,,2025,Car Accident,Traumatic Brain Injury,settlement,1350000.0,0,14.115615891155079,News,"MTBI, Disputed Damages Dordick Law Corporation represented a client who sustained a mild traumatic brain injury after the vehicle he was riding in was T-boned by the defendant. Around the same time, he was diagnosed with an unrelated chest tumor, which delayed any head-injury or TBI-related treatment for nearly two years. Although he."
California,,2025,Bus Accident,Traumatic Brain Injury,settlement,1325000.0,0,14.096923772119156,News,"Pedestrian v. School Bus. MTBI, Bodily Injuries, Contested Damages, Pre-Existing Condition We were brought into the case late, and only after the defense made an unreasonably low offer at mediation. Our client rightfully rejected that offer and retained us to take the case to trial. We immediately engaged top-tier experts and aggressively pursue."
Ohio,,2025,Slip and Fall,Knee Injury,verdict,1300000.0,1,14.077875591662238,CourtListener,"On February 12, 2024, the jury awarded Trout $1,300,000 in noneconomic damages."
California,,2025,Car Accident,Other,settlement,1250000.0,0,14.038654909278163,News,"Auto v Auto In an auto v. auto case in Southern California, the defendant failed to yield the right-of-way to the Plaintiff, causing a collision and rollover that left our client with serious injuries. Dordick Law Corporation $1.25 million settlement through determined advocacy to ensure our client received the compensation she."
Texas,,2025,Medical Malpractice,Soft Tissue Injury,verdict,1230000.0,1,14.0225255403564,News,Provider negligence during a routine treatment caused permanent injuries to the patient with lasting complications.
Alaska,,2025,Premises Liability,Wrongful Death,verdict,1200000.0,1,13.997832948091215,CourtListener,Premises Liability jury verdict of $1.2 million in Alaska.
Florida,,2025,Medical Malpractice,Wrongful Death,verdict,1200000.0,1,13.997832948091215,News,Unrecognized bowel perforations during hysterectomy resulted in patient death from peritonitis and sepsis.
Colorado,,2025,Car Accident,Other,verdict,1100000.0,1,13.910821646859095,News,"How to Win a Motor Vehicle Accident Case: Lessons from a $1.1 Million Verdict July 31, READ MORE."
Oregon,,2025,Car Accident,Back Injury,settlement,1000000.0,0,13.815511557963774,News,Rear-end collision victim suffered herniated discs requiring fusion surgery. Seven-figure settlement reached after conservative treatment failed.
California,,2025,Truck Accident,Traumatic Brain Injury,settlement,1000000.0,0,13.815511557963774,News,"Auto v. Auto, TBI, Disputed Damages Our client suffered a traumatic brain injury after her car was struck head-on by the defendant’s truck. Despite significant challenges, including a long gap in treatment and several preexisting medical conditions, the Dordick Law Corporation team remained steadfast in pursuing justice on her behalf. Through strategic."
District of Columbia,,2025,Truck Accident,Knee Injury,settlement,1000000.0,0,13.815511557963774,CourtListener,"Following that authorization, on November 28, Kragouras informed Bussman’s counsel Damien Smith over the phone that Farmers would compensate Bussman $1,000,000 to settle his claims."
Florida,,2025,Premises Liability,Back Injury,settlement,1000000.0,0,13.815511557963774,CourtListener,"The ALJ accepted the evidence from Palacios,unrebutted by AHCA, establishing the gross value of his damages (both economic and non-economic) to be $1,000."
California,,2025,Medical Malpractice,Traumatic Brain Injury,verdict,952000.0,1,13.766321364193118,News,"Physician missed diagnosis of a ruptured aneurysm, leaving the patient non-verbal and requiring 24-hour care for the rest of her life."
Ohio,,2025,Medical Malpractice,Knee Injury,settlement,945491.56,0,13.75946129819723,CourtListener,"Medical Malpractice settlement of $945,491.56 in Ohio."
Virginia,,2025,Medical Malpractice,Wrongful Death,verdict,875000.0,1,13.681980308196241,News,Pregnant woman with undiagnosed diabetic ketoacidosis suffered fetal death.
Colorado,,2025,Slip and Fall,Other,verdict,800000.0,1,13.592368256649284,News,"$800,000 jury verdict in a slip and fall case in Colorado . The plaintiff sustained personal injury and was awarded damages."
South Carolina,,2025,Medical Malpractice,Wrongful Death,settlement,640000.0,0,13.369225017834633,CourtListener,"Medical Malpractice settlement of $640,000 in South Carolina."
Texas,,2025,Motorcycle Accident,Burns,verdict,636336.0,1,13.363483576202325,CourtListener,"The jury assigned 65% fault to TxDOT and 35% to Smithson and awarded $636,336 in damages to Smithson."
Colorado,,2025,Car Accident,Whiplash,verdict,514047.0,1,13.150071925291183,News,"Rear-end collision causing trigeminal palsy symptoms, joint dysfunction, head injury, and disc herniations."
Florida,,2025,Medical Malpractice,Wrongful Death,verdict,504966.0,1,13.132248359587665,News,Post-operative bowel perforation from robotic-assisted hysterectomy led to peritonitis and death from sepsis.
Florida,,2025,Truck Accident,Back Injury,verdict,437186.0,1,12.988116300167231,CourtListener,"Truck Accident jury verdict of $437,186 in Florida."
New York,,2025,Other,Back Injury,settlement,400000.0,0,12.899222326086994,News,"$400,000 settlement in New York . The plaintiff sustained back injury and was awarded damages."
Florida,,2025,Car Accident,Soft Tissue Injury,verdict,308839.0,1,12.640578622422751,News,"Rear-end crash in rainy conditions. Jury awarded medical expenses only, finding no compensable pain and suffering."
Minnesota,,2025,Truck Accident,Back Injury,verdict,280507.0,1,12.544357524037295,CourtListener,"In addition to workers’ compensation benefits, Verros recovered $50,000 pursuant to the limits of the motorcyclist’s (i."
Pennsylvania,,2025,Truck Accident,Back Injury,verdict,255000.0,1,12.449022745701502,CourtListener,"Truck Accident jury verdict of $255,000 in Pennsylvania."
North Carolina,,2025,Bus Accident,Back Injury,verdict,250000.0,1,12.429220196836383,CourtListener,"Bus Accident jury verdict of $250,000 in North Carolina."
California,Los Angeles,2025,Bicycle Accident,Broken Bones,verdict,229500.0,1,12.343662665771719,News,"Cyclist thrown over handlebars due to a road defect, suffering fractures, cuts, and bruising. City of Los Angeles found liable."
Delaware,,2025,Motorcycle Accident,Other,settlement,200000.0,0,12.206077645517674,CourtListener,"Plaintiff previously filed a Motion for Summary Judgment arguing that he was entitled to the $100,000 under the automobile policy because Liberty Mutual agreed to tender that policy, and Plaintiff accepted the tender of that policy."
Florida,,2025,Medical Malpractice,Wrongful Death,verdict,193176.11,1,12.171362715480582,CourtListener,"The arbitration resulted in a defense verdict and determination that Palm Garden was entitled to its costs, after which the arbitration panel awarded Palm Garden $193."
Ohio,,2025,Car Accident,Back Injury,verdict,168433.28,1,12.034300923019606,CourtListener,": Pro se defendant-appellant, Cheick Kaba (“Cheick”), appeals a judgment, rendered following a bench trial, awarding monetary damages in the amount of $161."
Colorado,,2025,Premises Liability,Broken Bones,verdict,161000.0,1,11.989165855127435,News,"Ladder slid on hardwood floor in apartment loft, causing fractures."
Pennsylvania,,2025,Bus Accident,Back Injury,settlement,157701.28,0,11.968464230677942,CourtListener,"On January 10, 2023, Benjamin Tropp (but not Jessica Tropp) initiated arbitration proceedings against both MA-SA and Aslansan seeking damages of $149."
Virginia,,2025,Premises Liability,Wrongful Death,verdict,125000.0,1,11.736077016252437,News,"Nursing home stroke patient developed a bedsore that became septic, leading to death."
Virginia,,2025,Medical Malpractice,Shoulder Injury,verdict,109476.12,1,11.603470856633958,CourtListener,"Starliper appeals the circuit court’s May 27, 2024, order denying his motion for judgment as a matter of law or, alternatively, a new trial following a jury trial that resulted in a judgment against him for $109."
Delaware,,2025,Truck Accident,Back Injury,verdict,100000.0,1,11.51293546492023,CourtListener,"Mitchell and Robert Mitchell, ) ) Plaintiff, ) ) C."
Texas,,2025,Medical Malpractice,Shoulder Injury,verdict,96250.0,1,11.474714641706449,CourtListener,"E-206651 __________________________________________________________________ MEMORANDUM OPINION In this personal injury suit, Appellant Jermaine Anthony Vallier Jr."
Mississippi,,2025,Medical Malpractice,Shoulder Injury,verdict,90000.0,1,11.407576060361786,CourtListener,"Medical Malpractice jury verdict of $90,000 in Mississippi."
Ohio,,2025,Medical Malpractice,Spinal Cord Injury,verdict,75000.0,1,11.225256725762893,CourtListener,": Appellant Greater Cleveland Regional Transit Authority (“GCRTA”) challenges a jury verdict awarding appellee Terry King-Bey (“King-Bey”) $75,000 in noneconomic damages as a result of injuries sustained as a passenger on a GCRTA paratransit vehicle."
Florida,,2025,Medical Malpractice,Knee Injury,verdict,75000.0,1,11.225256725762893,CourtListener,"Following a jury trial, Plaintiff was awarded $22,500, far below her asserted damages."
Vermont,,2025,Slip and Fall,Broken Bones,verdict,59240.0,1,10.98936914872542,News,"Delivery worker slipped on snow-covered debris, suffering fractures."
Vermont,,2025,Car Accident,Soft Tissue Injury,verdict,50000.0,1,10.819798284210286,News,Plaintiff struck from behind by an underinsured motorist.
Delaware,,2025,Truck Accident,Burns,verdict,25000.0,1,10.12667110305036,CourtListener,"After further deliberation, the jury awarded Morabito $25,000 in damages and found that Morabito and Zigler were each 50% at fault for the accident."
Pennsylvania,,2025,Slip and Fall,Back Injury,verdict,16906.75,1,9.735527375677202,CourtListener,Lamberson claimed that she sustained serious and disabling injuries as a result of the fall.
Ohio,,2025,Bus Accident,Back Injury,settlement,15992.0,0,9.67990640549087,CourtListener,The court awarded the victim $6.
Utah,,2025,Car Accident,Soft Tissue Injury,verdict,10300.0,1,9.239996256883693,News,Cedar City rear-end collision with modest medical bills.
New York,,2025,Premises Liability,Wrongful Death,verdict,10000.0,1,9.210440366976517,CourtListener,"The judgment, insofar as appealed from, upon a decision of the same court dated March 23, 2023, made after a nonjury trial, awarded the claimant the principal sum of only $10,000 for past pain and suffering."
Texas,,2025,Premises Liability,Wrongful Death,verdict,10000.0,1,9.210440366976517,CourtListener,Appellant contends that the evidence was insufficient to support the jury’s rejection of his self-defense claim and that the trial court erred by overruling his objection to the State’s question about whether he had “prison shanked” his victim.
Nevada,,2024,Other,Other,verdict,5230000000.0,1,22.377677115214446,TopVerdict,Largest personal injury verdict in the US in 2024. Consumer product liability involving failure to warn and fraud.
Nevada,,2024,Other,Other,verdict,3090471832.0,1,21.851589612962854,TopVerdict,Second largest personal injury verdict in the US in 2024. Consumer product liability involving failure to warn.
Pennsylvania,,2024,Other,Other,verdict,2250000000.0,1,21.534196053607186,TopVerdict,Toxic exposure from a defective Monsanto product. Failure to warn about health risks.
California,,2024,Workplace Injury,Other,verdict,900000000.0,1,20.617905322399697,TopVerdict,"Workplace sexual assault, harassment, and wrongful imprisonment resulted in a $900 million jury verdict."
Pennsylvania,,2024,Workplace Injury,Other,verdict,725500000.0,1,20.402371631666878,TopVerdict,Toxic exposure from defective Exxon products caused occupational injury and industrial product liability.
Nevada,Clark,2024,Car Accident,Wrongful Death,verdict,550000000.0,1,20.125428838008972,Courtroom View Network trial coverage,"Damages-only trial after summary judgment on liability: an intoxicated driver traveling 107 mph in a 45 mph zone struck the Escobias' car at a Las Vegas intersection in 2019, killing Marcial Escobia. Clark County jury awarded $50 million compensatory and $500 million punitive damages in October 2024, one of the largest verdicts in Nevada history. The driver was separately convicted criminally."
Illinois,,2024,Medical Malpractice,Other,verdict,535000000.0,1,20.09777730672944,TopVerdict,Sexual assault at a behavioral health facility due to negligent supervision and failure to protect patients.
Missouri,,2024,Other,Traumatic Brain Injury,verdict,495000000.0,1,20.020068322553165,TopVerdict,Defective medical product caused brain injury. Manufacturer misrepresented product safety and failed to warn.
New Mexico,,2024,Medical Malpractice,Other,verdict,412005149.0,1,19.836546407235677,TopVerdict,"Medical center overmedicated patient without informed consent, resulting in gross negligence verdict."
Virginia,,2024,Premises Liability,Other,verdict,360000000.0,1,19.701614592192207,TopVerdict,"Child abuse and sexual abuse at a hospital due to negligent hiring, supervision, and failure to protect."
New York,,2024,Motorcycle Accident,Wrongful Death,verdict,287946737.0,1,19.47828608349717,TopVerdict,Defective motorcycle design caused a fatal single-vehicle crash with bone fractures.
New York,,2024,Motorcycle Accident,Wrongful Death,verdict,287000000.0,1,19.474992777208215,News,"Defective traction control system caused motorcycle crash, resulting in catastrophic injuries to the rider and death of his girlfriend. Included $240M in punitive damages."
Oregon,,2024,Other,Other,verdict,260000000.0,1,19.376192192825954,TopVerdict,Asbestos and talc exposure from consumer products caused mesothelioma.
Kentucky,,2024,Truck Accident,Spinal Cord Injury,verdict,163973761.0,1,18.91521698518418,TopVerdict,"Truck rear-ended a car at a red light, causing quadriplegia and paraplegia."
New York,,2024,Premises Liability,Other,verdict,160000000.0,1,18.8906843794481,TopVerdict,Sexual abuse and assault at a school due to government negligence. Involved a minor student.
Alabama,,2024,Truck Accident,Spinal Cord Injury,verdict,160000000.0,1,18.8906843794481,TopVerdict,Defective truck product caused a rollover collision resulting in quadriplegia and permanent disability.
Indiana,,2024,Truck Accident,Spinal Cord Injury,verdict,159000000.0,1,18.884414766473814,TopVerdict,Head-on collision with an impaired truck driver caused quadriplegia and permanent disability.
Missouri,,2024,Premises Liability,Wrongful Death,verdict,158800000.0,1,18.883156113074538,TopVerdict,Murder on a railroad due to negligent security and failure to protect. Gunshot wound caused wrongful death.
Florida,,2024,Truck Accident,Traumatic Brain Injury,verdict,141549000.0,1,18.76815651192045,TopVerdict,"Truck rear-ended a car due to negligent hiring and supervision, causing brain and spinal injuries."
Nevada,,2024,Other,Other,verdict,129080238.0,1,18.67594477671124,TopVerdict,Toxic exposure from a defective consumer product. Manufacturer failed to warn and test.
Louisiana,,2024,Pedestrian Accident,Wrongful Death,verdict,129000000.0,1,18.675322970077882,TopVerdict,Pedestrian struck and killed near a school due to dangerous conditions and failure to supervise.
Florida,,2024,Premises Liability,Other,verdict,123000000.0,1,18.627694921466773,TopVerdict,Assault and battery at a youth center due to negligent supervision and hiring.
Michigan,,2024,Medical Malpractice,Traumatic Brain Injury,verdict,120654000.0,1,18.60843751152442,TopVerdict,Delayed childbirth caused cerebral palsy and permanent brain injury to a newborn at Henry Ford Hospital.
Michigan,,2024,Medical Malpractice,Traumatic Brain Injury,verdict,120000000.0,1,18.603002309079653,News,"Over two hours passed before a C-section was performed, causing severe asphyxiation and cerebral palsy in the infant."
California,,2024,Premises Liability,Other,settlement,115800000.0,0,18.567375131738746,TopVerdict,Civil rights settlement involving government negligence at a federal facility in California.
Nevada,,2024,Car Accident,Traumatic Brain Injury,verdict,108000000.0,1,18.497641794347754,TopVerdict,"Insurance bad faith case involving a pedestrian struck by a vehicle, causing brain injury and bone fractures."
Florida,,2024,Other,Burns,verdict,104590162.0,1,18.465560061195628,TopVerdict,"Defective auto product caused burn injuries, amputation, spinal injury, and permanent disability."
Florida,,2024,Car Accident,Wrongful Death,verdict,100000001.0,1,18.420680763952365,TopVerdict,Hit and run collision caused wrongful death in Florida.
Florida,,2024,Medical Malpractice,Other,verdict,100000000.0,1,18.420680753952364,TopVerdict,Surgical error and unlicensed medical activity caused severe injuries. Failure to disclose and refer.
Washington,,2024,Premises Liability,Other,verdict,100000000.0,1,18.420680753952364,TopVerdict,"Toxic exposure from a defective product at a school caused injuries, resulting in a product liability verdict."
Louisiana,,2024,Workplace Injury,Burns,verdict,91741370.0,1,18.334483991429742,TopVerdict,Gas explosion at a packaging facility caused severe burn injuries to workers due to failure to warn and workplace negligence.
Hawaii,,2024,Other,Other,verdict,91000000.0,1,18.326370075470134,TopVerdict,"Tobacco product liability case involving failure to warn about health risks, resulting in a consumer protection verdict."
New York,,2024,Pedestrian Accident,Other,verdict,90000000.0,1,18.31532023940565,TopVerdict,Railroad accident caused amputation and permanent disability to a pedestrian.
California,,2024,Truck Accident,Broken Bones,verdict,83803500.0,1,18.243985342622594,TopVerdict,Impaired truck driver struck a car causing brachial plexus injury and bone fractures.
Georgia,,2024,Car Accident,Wrongful Death,verdict,82709239.0,1,18.230841882894158,TopVerdict,Stop sign violation caused a two-vehicle collision resulting in wrongful death.
Illinois,,2024,Car Accident,Wrongful Death,verdict,79850000.0,1,18.19566044514878,News,Family of 10-year-old girl killed following an unauthorized police pursuit in Chicago. Highest reported Illinois verdict for a police pursuit crash.
Illinois,,2024,Medical Malpractice,Traumatic Brain Injury,verdict,75800000.0,1,18.143608863805213,News,Young girl suffered brain injury and severe physical injuries at birth due to medical negligence.
Texas,,2024,Workplace Injury,Wrongful Death,verdict,72000000.0,1,18.09217669086922,News,Three workers on a scissor lift when a boom lift collided with it. One worker died from a 30-foot fall at the Irving facility.
Illinois,,2024,Medical Malpractice,Wrongful Death,verdict,66000000.0,1,18.005165315142214,News,39-year-old mother of four bled to death following a negligent surgical procedure. Highest verdict against a plastic surgeon in Illinois.
Texas,,2024,Workplace Injury,Other,settlement,65000000.0,0,17.989897843244528,TopVerdict,Electrician injured due to a dangerous condition and workplace negligence at a facility.
Texas,,2024,Medical Malpractice,Spinal Cord Injury,verdict,59900000.0,1,17.90818707978017,News,"Delays in reviewing MRI results caused a cervical spine mass to go untreated, resulting in permanent paralysis."
Missouri,,2024,Workplace Injury,Wrongful Death,verdict,51000000.0,1,17.747336210296442,CourtListener,"On each count, Love requested damages in excess of $51 million for Redmond’s conscious pain and suffering prior to his death and Love’s loss of Redmond’s economic support and pecuniary services, among other damages."
Georgia,,2024,Truck Accident,Wrongful Death,verdict,47082972.0,1,17.667421986196086,TopVerdict,"Truck accident caused wrongful death due to negligent supervision, hiring, and retention."
Georgia,,2024,Medical Malpractice,Other,verdict,47000000.0,1,17.665658180950928,TopVerdict,Delayed treatment and failure to diagnose caused amputation and permanent disability.
Georgia,,2024,Medical Malpractice,Other,verdict,46993500.0,1,17.6655198735175,TopVerdict,Hospital medical malpractice caused severe injuries.
California,,2024,Car Accident,Traumatic Brain Injury,verdict,45000000.0,1,17.622173069956816,TopVerdict,Head-on collision caused brain injury and bone fractures. Insurance bad faith case.
Indiana,,2024,Motorcycle Accident,Traumatic Brain Injury,verdict,42500000.0,1,17.565014657424058,News,"Tesla employee made an illegal left turn into a motorcyclist, causing severe brain injury and amputation."
California,,2024,Motorcycle Accident,Spinal Cord Injury,settlement,42500000.0,0,17.565014657424058,TopVerdict,Motorcyclist suffered permanent disability due to a dangerous road condition maintained by Caltrans.
Georgia,,2024,Motorcycle Accident,Other,verdict,42000000.0,1,17.553180200057167,TopVerdict,Truck vs. motorcycle collision caused amputation and bone fractures.
Illinois,,2024,Medical Malpractice,Traumatic Brain Injury,verdict,41149942.0,1,17.53273309991021,TopVerdict,"Hospital medication error caused brain injury, paralysis, and permanent disability due to failure to monitor."
Illinois,,2024,Medical Malpractice,Traumatic Brain Injury,verdict,41000000.0,1,17.529082649058825,News,"Lawyer suffered a catastrophic stroke from Coumadin mismanagement, resulting in left-side paralysis."
Texas,,2024,Truck Accident,Spinal Cord Injury,verdict,40145909.0,1,17.50803112517313,TopVerdict,"Truck rollover at a left turn caused quadriplegia, paralysis, bone fractures, and spinal injury."
North Carolina,,2024,Car Accident,Wrongful Death,verdict,40000000.0,1,17.50439003707821,CourtListener,"At the conclusion of the trial, the estate of the deceased victim was awarded $40 million in compensatory and punitive damages from two defendants: the intoxicated driver of the other vehicle and the owner of that other vehicle."
California,,2024,Pedestrian Accident,Wrongful Death,verdict,40000000.0,1,17.50439003707821,News,Pedestrian Accident jury verdict of $40.0 million in California.
Missouri,,2024,Workplace Injury,Wrongful Death,settlement,40000000.0,0,17.50439003707821,CourtListener,"The jury found in favor of Mabie and awarded her $40,000,000 in damages."
Illinois,,2024,Medical Malpractice,Traumatic Brain Injury,verdict,39916273.0,1,17.502294668378052,TopVerdict,Medical malpractice involving failure to test and medication error caused brain injury.
Illinois,,2024,Medical Malpractice,Traumatic Brain Injury,verdict,39900000.0,1,17.50188690692275,News,37-year-old male suffered permanent disability from failure to treat stroke symptoms in Hoffman Estates. Record Illinois stroke verdict.
Illinois,,2024,Other,Wrongful Death,verdict,39081142.0,1,17.481150632408184,TopVerdict,Mesothelioma from asbestos exposure caused wrongful death.
Texas,,2024,Truck Accident,Wrongful Death,verdict,37500000.0,1,17.439851517607305,News,"Distracted driver of Oncor electric delivery truck struck a disabled 18-wheeler, pinning and killing the victim."
New York,Westchester,2024,Medical Malpractice,Traumatic Brain Injury,verdict,35600000.0,1,17.387856223912145,News,Medical Malpractice jury verdict of $35.6 million in New York.
Missouri,,2024,Car Accident,Other,verdict,35000000.0,1,17.370858648025116,TopVerdict,Impaired driver ran a red light causing a left turn collision resulting in permanent disability.
Nevada,,2024,Other,Other,verdict,34020000.0,1,17.342459174326464,TopVerdict,Wrongful conviction and imprisonment due to police misconduct and false evidence.
New York,,2024,Premises Liability,Knee Injury,verdict,32100000.0,1,17.284366619252893,News,Hotel door fell onto guest causing cartilage and ligament damage to her knee and back injuries requiring ongoing treatment.
California,,2024,Bicycle Accident,Other,settlement,32000000.0,0,17.281246492014,TopVerdict,Bicyclist suffered amputation and permanent disability after being struck by a commercial truck.
California,,2024,Premises Liability,Traumatic Brain Injury,settlement,31000000.0,0,17.249497794707484,TopVerdict,Student suffered traumatic brain injury due to negligent maintenance at a school facility.
Texas,,2024,Workplace Injury,Spinal Cord Injury,settlement,30190000.0,0,17.22302133480657,TopVerdict,Employee suffered gross negligence resulting in bone fractures and spinal injury.
Texas,,2024,Truck Accident,Spinal Cord Injury,settlement,30000000.0,0,17.216707972959764,TopVerdict,Head-on collision with a truck caused spinal injury.
Florida,Hillsborough,2024,Medical Malpractice,Wrongful Death,verdict,30000000.0,1,17.216707972959764,News,Medical Malpractice jury verdict of $30.0 million in Florida.
Colorado,,2024,Workplace Injury,Other,verdict,30000000.0,1,17.216707972959764,TopVerdict,"Worker suffered amputation and permanent disability from a dangerous condition at a workplace, resulting in strict liability verdict."
